Date,Energy [MWh],Min load [MW],Max load [MW]
2018-10-01,98.03113024999998,2516.038,5408.4
2018-10-02,101.32412225000002,2854.561,5384.131
2018-10-03,100.24969087500001,2939.575,5092.56
2018-10-04,96.441535625,2936.206,4890.819
2018-10-05,95.64328887499998,2831.885,4906.866
2018-10-06,80.70788075000002,2639.64,4071.596
2018-10-07,72.8993965,2399.172,3754.089
2018-10-08,97.09955012500002,2360.424,5223.792
2018-10-09,102.624069875,2863.269,5366.313
2018-10-10,100.63641062500002,2919.445,5265.647
2018-10-11,99.62920037499997,2898.818,5202.843
2018-10-12,100.12223550000002,2971.071,5254.43
2018-10-13,81.79005074999999,2780.652,4080.272
2018-10-14,70.3805555,2313.735,3754.89
2018-10-15,99.30579862500001,2378.134,5451.707
2018-10-16,102.26676125000002,2968.254,5304.047
2018-10-17,102.6661645,2913.793,5299.558
2018-10-18,103.3277735,2916.694,5496.484
2018-10-19,101.054490875,2951.085,5250.374
2018-10-20,81.23779112499999,2759.61,4137.775
2018-10-21,68.929464125,2214.41,3622.075
2018-10-22,93.23432262499999,2317.028,4960.642
2018-10-23,98.56043875000002,2837.025,5265.102
2018-10-24,98.58142312500001,2834.764,5293.748
2018-10-25,98.58936212499998,2819.532,5163.178
2018-10-26,98.37853875,2832.331,5159.671
2018-10-27,83.49553275,2726.068,4331.698
2018-10-28,75.51993349999998,2619.179,3874.19
2018-10-29,93.93756062500003,2523.046,4924.455
2018-10-30,94.94208287500001,2748.113,5306.441
2018-10-31,94.7820275,2697.927,5079.872
