Date,Energy [MWh],Min load [MW],Max load [MW]
2019-02-01,106.359397375,2990.588,5519.214
2019-02-02,87.06615775000002,2842.687,4529.782
2019-02-03,80.04554212500001,2705.112,4097.226
2019-02-04,103.54601162500002,2391.04,5940.663
2019-02-05,108.46224725000002,3087.949,5698.247
2019-02-06,106.47694937500002,2942.581,5623.111
2019-02-07,102.82777912500002,2934.253,5430.409
2019-02-08,101.72424925,2746.941,5545.436
2019-02-09,85.34767475000002,2793.341,4430.675
2019-02-10,75.27074562499998,2401.175,3985.161
2019-02-11,100.62693699999998,2534.145,5506.23
2019-02-12,102.406158125,2823.291,5412.268
2019-02-13,102.6408225,2882.534,5485.395
2019-02-14,101.02111574999999,2802.725,5420.846
2019-02-15,101.270162625,2851.495,5472.156
2019-02-16,79.778531,2550.261,4197.635
2019-02-17,72.24370587500002,2379.774,3958.473
2019-02-18,96.260226625,2369.743,5220.9
2019-02-19,99.70223587500003,2784.266,5355.856
2019-02-20,101.03820562500002,2704.841,5439.963
2019-02-21,101.43628112500001,2785.716,5472.435
2019-02-22,99.86365737500002,2739.985,5596.929
2019-02-23,82.602885,2671.853,4489.988
2019-02-24,78.50882749999998,2717.869,4157.007
2019-02-25,99.54839137500001,2643.66,5430.188
2019-02-26,96.48137187500001,2666.035,5353.447
2019-02-27,100.64606137499999,2834.84,5239.779
2019-02-28,99.9039705,2782.078,5225.028
