Date,Total Load [MW],Forecast Total load [MW],Bidding zone
2018-11-01 00:00:00,15751.485,15766.166,North
2018-11-01 00:15:00,15590.192,15786.271,North
2018-11-01 00:30:00,15592.424,15770.333,North
2018-11-01 00:45:00,15377.305,15638.204,North
2018-11-01 01:00:00,15029.367,15279.028,North
2018-11-01 01:15:00,14968.918,15067.434,North
2018-11-01 01:30:00,14777.177,14918.449,North
2018-11-01 01:45:00,14422.087,14628.117,North
2018-11-01 02:00:00,14364.257,14368.715,North
2018-11-01 02:15:00,14230.258,14363.294,North
2018-11-01 02:30:00,13937.27,14085.896,North
2018-11-01 02:45:00,13908.002,14003.32,North
2018-11-01 03:00:00,13792.554,13881.644,North
2018-11-01 03:15:00,13652.575,13754.297,North
2018-11-01 03:30:00,13706.986,13689.649,North
2018-11-01 03:45:00,13631.554,13667.439,North
2018-11-01 04:00:00,13473.694,13541.121,North
2018-11-01 04:15:00,13375.084,13435.484,North
2018-11-01 04:30:00,13405.306,13426.939,North
2018-11-01 04:45:00,13407.255,13404.483,North
2018-11-01 05:00:00,13411.628,13339.335,North
2018-11-01 05:15:00,13506.769,13291.487,North
2018-11-01 05:30:00,13507.019,13447.207,North
2018-11-01 05:45:00,13428.536,13443.954,North
2018-11-01 06:00:00,13527.379,13478.017,North
2018-11-01 06:15:00,13546.561,13524.13,North
2018-11-01 06:30:00,13569.497,13563.484,North
2018-11-01 06:45:00,13621.914,13581.434,North
2018-11-01 07:00:00,13794.686,13622.815,North
2018-11-01 07:15:00,13823.785,13613.635,North
2018-11-01 07:30:00,13883.509,13431.302,North
2018-11-01 07:45:00,14076.577,13486.334,North
2018-11-01 08:00:00,14183.39,13638.288,North
2018-11-01 08:15:00,14346.435,13689.233,North
2018-11-01 08:30:00,14611.194,13911.913,North
2018-11-01 08:45:00,14730.073,14168.771,North
2018-11-01 09:00:00,14952.665,14318.708,North
2018-11-01 09:15:00,15132.63,14624.395,North
2018-11-01 09:30:00,15234.08,14821.127,North
2018-11-01 09:45:00,15373.475,14966.75,North
2018-11-01 10:00:00,15751.242,15284.448,North
2018-11-01 10:15:00,15748.287,15479.86,North
2018-11-01 10:30:00,15796.685,15398.532,North
2018-11-01 10:45:00,16030.62,15515.152,North
2018-11-01 11:00:00,16156.528,15539.733,North
2018-11-01 11:15:00,16156.444,15499.695,North
2018-11-01 11:30:00,16243.665,15503.597,North
2018-11-01 11:45:00,16405.457,15637.018,North
2018-11-01 12:00:00,16390.366,15794.037,North
2018-11-01 12:15:00,16578.593,15904.855,North
2018-11-01 12:30:00,16465.008,16007.091,North
2018-11-01 12:45:00,16185.384,16061.17,North
2018-11-01 13:00:00,15686.875,15684.799,North
2018-11-01 13:15:00,15554.099,15600.434,North
2018-11-01 13:30:00,15561.642,15546.974,North
2018-11-01 13:45:00,15702.309,15664.489,North
2018-11-01 14:00:00,15537.302,15522.933,North
2018-11-01 14:15:00,15371.294,15409.057,North
2018-11-01 14:30:00,15252.902,15381.485,North
2018-11-01 14:45:00,15299.028,15295.835,North
2018-11-01 15:00:00,15454.29,15339.917,North
2018-11-01 15:15:00,15483.115,15330.261,North
2018-11-01 15:30:00,15447.678,15224.637,North
2018-11-01 15:45:00,15647.575,15230.788,North
2018-11-01 16:00:00,15664.219,15194.653,North
2018-11-01 16:15:00,15755.749,15319.331,North
2018-11-01 16:30:00,15780.705,15389.723,North
2018-11-01 16:45:00,15939.186,15563.023,North
2018-11-01 17:00:00,16316.682,15817.793,North
2018-11-01 17:15:00,16613.598,16116.332,North
2018-11-01 17:30:00,17001.159,16502.962,North
2018-11-01 17:45:00,17486.931,16984.369,North
2018-11-01 18:00:00,17967.487,17358.023,North
2018-11-01 18:15:00,18246.151,17752.549,North
2018-11-01 18:30:00,18271.869,17903.771,North
2018-11-01 18:45:00,18472.321,18095.827,North
2018-11-01 19:00:00,18504.699,18185.541,North
2018-11-01 19:15:00,18463.579,18150.51,North
2018-11-01 19:30:00,18367.865,18151.716,North
2018-11-01 19:45:00,18066.911,17997.899,North
2018-11-01 20:00:00,18005.102,17763.25,North
2018-11-01 20:15:00,17657.765,17636.143,North
2018-11-01 20:30:00,17395.804,17423.18,North
2018-11-01 20:45:00,17166.191,17213.602,North
2018-11-01 21:00:00,16953.112,16986.867,North
2018-11-01 21:15:00,16632.744,16691.706,North
2018-11-01 21:30:00,16430.149,16444.382,North
2018-11-01 21:45:00,15979.557,16166.554,North
2018-11-01 22:00:00,15621.026,15830.222,North
2018-11-01 22:15:00,15436.55,15522.277,North
2018-11-01 22:30:00,15168.575,15348.928,North
2018-11-01 22:45:00,14855.288,15037.269,North
2018-11-01 23:00:00,14579.942,14726.553,North
2018-11-01 23:15:00,14360.408,14469.219,North
2018-11-01 23:30:00,13989.662,14200.097,North
2018-11-01 23:45:00,13672.819,13690.65,North
2018-11-02 00:00:00,13610.45,13389.124,North
2018-11-02 00:15:00,13366.644,13620.736,North
2018-11-02 00:30:00,13071.682,13383.295,North
2018-11-02 00:45:00,12935.171,13137.718,North
2018-11-02 01:00:00,12710.588,13000.919,North
2018-11-02 01:15:00,12393.654,12703.202,North
2018-11-02 01:30:00,12264.765,12535.143,North
2018-11-02 01:45:00,12042.982,12369.32,North
2018-11-02 02:00:00,11974.396,12240.565,North
2018-11-02 02:15:00,11878.527,12180.268,North
2018-11-02 02:30:00,11795.156,12074.665,North
2018-11-02 02:45:00,11691.588,11981.44,North
2018-11-02 03:00:00,11745.155,11857.577,North
2018-11-02 03:15:00,11746.342,11916.088,North
2018-11-02 03:30:00,11655.102,11909.982,North
2018-11-02 03:45:00,11761.536,11893.067,North
2018-11-02 04:00:00,11950.576,11988.917,North
2018-11-02 04:15:00,11928.628,12047.499,North
2018-11-02 04:30:00,11999.175,12097.807,North
2018-11-02 04:45:00,12238.746,12229.032,North
2018-11-02 05:00:00,12545.742,12510.885,North
2018-11-02 05:15:00,12796.428,12737.691,North
2018-11-02 05:30:00,13155.624,13140.872,North
2018-11-02 05:45:00,13543.114,13606.003,North
