Date,Energy [MWh],Min load [MW],Max load [MW]
2018-10-01,81.02962212499997,2447.718,4280.759
2018-10-02,80.210418375,2518.008,4293.776
2018-10-03,81.28874425,2659.213,4350.203
2018-10-04,80.86782625000001,2532.7,4354.769
2018-10-05,78.603104,2442.881,4082.926
2018-10-06,68.2305515,2397.942,3680.098
2018-10-07,66.65052612500001,2346.482,3395.484
2018-10-08,76.965574125,2263.3,4027.731
2018-10-09,78.41045499999998,2375.825,4207.448
2018-10-10,79.89267575000001,2410.9,4352.938
2018-10-11,79.12679474999999,2518.443,4227.855
2018-10-12,78.4726725,2575.016,4169.548
2018-10-13,71.95905675000002,2650.383,3641.057
2018-10-14,64.265363,2278.549,3524.984
2018-10-15,80.90982312499999,2394.674,4187.916
2018-10-16,79.18970599999999,2475.033,4190.332
2018-10-17,81.91199887500001,2562.914,4397.726
2018-10-18,78.39781262500003,2581.365,4292.693
2018-10-19,80.45409425,2526.107,4432.266
2018-10-20,71.58899437500001,2555.973,3847.175
2018-10-21,63.373459624999995,2282.913,3194.623
2018-10-22,68.77515450000001,2139.83,3593.605
2018-10-23,71.99741712500001,2214.998,3892.85
2018-10-24,72.35848487500003,2318.764,3979.656
2018-10-25,75.65620637500002,2349.392,4064.035
2018-10-26,73.969946125,2363.475,4019.504
2018-10-27,66.583841875,2245.228,3767.457
2018-10-28,64.924445125,2283.615,3354.102
2018-10-29,80.80155575000002,2318.427,4387.352
2018-10-30,67.26667875,2259.559,3423.528
2018-10-31,81.8903345,2462.243,4496.421
