Date,Energy [MWh],Min load [MW],Max load [MW]
2018-09-01,97.275827375,3533.366,4724.432
2018-09-02,76.884026875,2557.133,4126.949
2018-09-03,93.520168375,2964.147,4931.885
2018-09-04,93.5678895,3087.532,4885.08
2018-09-05,96.26063725000002,3196.471,4918.518
2018-09-06,94.05247637500003,3090.123,4799.97
2018-09-07,94.68454424999999,3061.613,4972.794
2018-09-08,87.344736125,3190.028,4580.517
2018-09-09,78.42301700000002,2757.698,4206.901
2018-09-10,89.26968537500001,2795.571,4881.721
2018-09-11,89.94789824999998,2863.223,4788.057
2018-09-12,94.801252375,3024.899,5037.722
2018-09-13,92.35710887500002,3070.587,4875.451
2018-09-14,98.22519012500003,3163.341,5192.545
2018-09-15,89.17264862500002,3227.34,4619.184
2018-09-16,79.42690725000003,2804.761,4265.151
2018-09-17,90.95973837500001,2707.608,4790.952
2018-09-18,89.72570574999999,2968.612,4781.533
2018-09-19,92.574833625,2890.816,4899.199
2018-09-20,92.80789899999999,2923.369,4823.218
2018-09-21,90.41848000000002,2968.23,4774.875
2018-09-22,82.453213875,3030.661,4356.417
2018-09-23,80.261172875,2730.196,4283.605
2018-09-24,92.96940712500002,3040.52,4925.897
2018-09-25,91.95402862499999,3081.816,4729.834
2018-09-26,78.78188974999998,2558.89,4134.989
2018-09-27,87.11344849999999,3043.708,4570.743
2018-09-28,82.15608325,2801.737,4200.836
2018-09-29,73.972646875,2530.924,3962.342
2018-09-30,70.58692675,2478.854,3639.536
