Date,Energy [MWh],Min load [MW],Max load [MW]
2019-01-01,68.61445287499998,2233.113,3592.706
2019-01-02,83.14633375000001,2231.374,4869.081
2019-01-03,82.38718712500001,2208.574,4659.424
2019-01-04,85.83410699999999,2508.05,4693.996
2019-01-05,83.01199150000001,2458.458,4468.928
2019-01-06,72.819919,2297.824,3868.033
2019-01-07,90.803089125,2405.229,4947.103
2019-01-08,92.56248675,2580.636,4971.508
2019-01-09,91.88944550000001,2459.737,4987.646
2019-01-10,90.61693325,2507.095,4967.663
2019-01-11,87.52995625000001,2388.373,4839.349
2019-01-12,83.19637525000002,2364.969,4708.855
2019-01-13,80.29800449999999,2555.614,4218.37
2019-01-14,93.69146062499998,2420.45,4915.415
2019-01-15,91.72577862500002,2698.978,4813.984
2019-01-16,90.81120175,2472.288,4823.096
2019-01-17,85.987784375,2544.043,4749.767
2019-01-18,88.91566312499998,2449.366,4737.17
2019-01-19,76.69789087500001,2360.892,4166.01
2019-01-20,71.38475574999998,2238.343,3767.958
2019-01-21,85.214537,2313.938,4717.411
2019-01-22,88.21805175,2451.86,4686.967
2019-01-23,86.49411312500001,2423.822,4758.258
2019-01-24,91.33970075000002,2485.704,4963.629
2019-01-25,93.8293845,2626.361,4956.034
2019-01-26,87.14813000000001,2530.648,4740.766
2019-01-27,74.66774462500001,2348.534,4103.733
2019-01-28,87.57813562499999,2348.097,4803.384
2019-01-29,87.43638825000001,2673.338,4705.196
2019-01-30,89.38456599999999,2562.832,4854.685
2019-01-31,89.03553887500001,2604.078,4800.887
