2019-02-01,576.2867685449569,16047.991,31159.178
2019-02-02,448.6078269114602,14880.996,23192.185
2019-02-03,381.1771865032929,12710.508,20096.787
2019-02-04,538.7211826462003,12782.368,29329.113
2019-02-05,566.8199448973006,15374.715,30397.176
2019-02-06,570.3664847653934,15702.109,30484.169
2019-02-07,574.5229206668329,15973.181,30191.393
2019-02-08,570.5447907604878,16130.331,30421.045
2019-02-09,447.85342686709475,15267.807,23445.695
2019-02-10,377.03992882388894,12468.679,19756.822
2019-02-11,527.2804682175756,12406.753,29330.019
2019-02-12,559.0015395538296,15141.355,29566.602
2019-02-13,564.3200796212667,15720.161,29937.405
2019-02-14,561.7333006997729,15879.465,29245.049
2019-02-15,548.063502100942,15653.706,29300.37
2019-02-16,428.2972306048656,14600.41,22269.795
2019-02-17,370.92654138162334,12594.0,20079.101
2019-02-18,527.2831312589677,12742.604,28455.908
2019-02-19,554.5450647215598,15200.677,29203.155
2019-02-20,551.6753654259685,15356.742,29115.775
2019-02-21,540.1000024361656,15526.241,27949.431
2019-02-22,541.3916334174909,15465.736,29208.34
2019-02-23,422.4131948958138,14681.427,21640.302
2019-02-24,363.57919327502447,12280.491,19902.628
2019-02-25,510.26806562845695,12056.602,27707.564
2019-02-26,539.8022268203765,14959.793,28375.029
2019-02-27,551.7002111040298,15359.678,29102.429
2019-02-28,548.3971979877207,15612.043,29216.835
