2019-01-01,300.9519204093281,10089.464,16648.862
2019-01-02,412.6762048312458,10622.332,22398.653
2019-01-03,434.076183328455,11845.5,23042.966
2019-01-04,448.60639805761076,12863.112,23613.375
2019-01-05,375.0277877090851,12096.639,19900.132
2019-01-06,360.74021956807445,11735.567,19333.195
2019-01-07,505.6238710402698,11729.907,27972.032
2019-01-08,549.5372467788441,14817.838,29417.06
2019-01-09,551.5685704682595,15100.301,29375.845
2019-01-10,555.3912691653004,15322.105,29850.74
2019-01-11,550.5027310769708,15487.22,29419.487
2019-01-12,441.9667061012447,15102.428,22782.283
2019-01-13,388.94173654793804,13034.229,20436.037
2019-01-14,530.2127511311147,12726.967,28997.221
2019-01-15,559.290009654643,15541.082,29626.1
2019-01-16,565.3722782892216,15826.335,29826.087
2019-01-17,565.5725624713234,15813.283,29921.054
2019-01-18,554.768002554547,15539.49,29179.113
2019-01-19,454.09431443849337,15446.149,23312.369
2019-01-20,388.739210375845,13429.093,20716.766
2019-01-21,546.0445485066768,13724.157,29316.151
2019-01-22,566.7198889825944,16078.386,30136.216
2019-01-23,582.5210214618561,16012.79,30826.856
2019-01-24,580.5926374699892,16119.478,30619.846
2019-01-25,570.7792941794168,16251.836,30541.976
2019-01-26,451.05562751247277,15219.349,23789.943
2019-01-27,393.52966595218413,13061.285,20588.636
2019-01-28,542.10479574612,12859.251,29599.023
2019-01-29,575.4700080408229,16150.942,30601.105
2019-01-30,581.8408587514555,16055.562,30928.279
2019-01-31,583.3979777960914,16133.906,31181.504
