Date,Energy [MWh],Min load [MW],Max load [MW]
2018-12-01,108.29930837499998,3112.741,5853.659
2018-12-02,94.62864837500003,2707.869,5207.771
2018-12-03,117.6913575,2533.352,6560.73
2018-12-04,128.636430125,3136.372,7021.264
2018-12-05,125.699845125,2922.469,7166.91
2018-12-06,133.969823,3595.123,7212.235
2018-12-07,136.22203112499997,3763.147,7180.113
2018-12-08,112.97883437499998,3518.286,5875.808
2018-12-09,110.475074125,3353.722,5948.78
2018-12-10,135.2928215,3368.707,7279.316
2018-12-11,140.56295687499997,3591.547,7708.085
2018-12-12,140.997386125,3816.847,7602.36
2018-12-13,142.47882287500002,3800.496,7712.711
2018-12-14,141.30711987500004,3784.407,7549.73
2018-12-15,130.45609825,3659.144,6885.413
2018-12-16,115.69543237500001,3459.335,6238.296
2018-12-17,143.38570450000003,3431.941,7773.236
2018-12-18,145.84560775,3721.752,7782.848
2018-12-19,142.99428637500003,3832.238,7622.491
2018-12-20,139.10965212499997,3687.631,7482.299
2018-12-21,134.13065074999997,3675.89,7056.755
2018-12-22,120.25914125,3500.733,6386.587
2018-12-23,111.4661725,3319.586,5867.397
2018-12-24,110.86779775,3185.636,5999.364
2018-12-25,100.75244250000002,3141.551,5336.328
2018-12-26,104.22313199999999,3091.937,5397.144
2018-12-27,124.79299625000002,3140.08,6847.113
2018-12-28,126.618193875,3463.6,6856.025
2018-12-29,117.587762125,3372.283,6430.052
2018-12-30,111.49688037499999,3288.857,5971.032
2018-12-31,117.40868112500002,3248.172,6365.826
