Date,Energy [MWh],Min load [MW],Max load [MW]
2019-04-01,123.164552125,3272.798,6586.201
2019-04-02,122.77780687500001,3584.366,6561.524
2019-04-03,128.216163375,3552.173,6864.196
2019-04-04,127.78514937499999,3671.337,6752.97
2019-04-05,125.611108,3766.612,6499.512
2019-04-06,112.80275350000001,3637.427,5912.795
2019-04-07,104.809739625,3446.169,5642.349
2019-04-08,124.401583375,3332.764,6666.7
2019-04-09,128.052766125,3576.642,6698.467
2019-04-10,128.3133315,3681.946,6739.718
2019-04-11,125.576142125,3493.699,6729.709
2019-04-12,127.626646125,3571.21,6656.254
2019-04-13,112.9232165,3451.507,6105.685
2019-04-14,101.187920125,3233.03,5366.559
2019-04-15,127.897430625,3354.639,6909.868
2019-04-16,126.26890974999999,3672.918,6556.606
2019-04-17,125.72818587499998,3566.544,6575.055
2019-04-18,124.26091087500001,3474.721,6437.857
2019-04-19,122.16104562499999,3482.348,6330.148
2019-04-20,108.86904349999999,3461.824,5739.857
2019-04-21,92.13464775000001,3039.63,4795.735
2019-04-22,92.21434324999998,3000.947,5164.956
2019-04-23,117.539379875,3228.354,6601.159
2019-04-24,118.92270337499998,3447.594,6114.944
2019-04-25,101.304875625,3378.786,5348.533
2019-04-26,116.14680675000001,3371.565,6151.138
2019-04-27,110.04953400000001,3414.198,5733.551
2019-04-28,100.28579437500001,3273.048,5399.804
2019-04-29,122.48024987500001,3340.202,6606.809
2019-04-30,122.63545950000001,3536.345,6424.652
