Date,Energy [MWh],Min load [MW],Max load [MW]
2019-03-01,136.39659037500002,3673.565,7268.039
2019-03-02,117.62177637500001,3620.821,6251.483
2019-03-03,106.793870875,3345.201,5800.614
2019-03-04,124.99514,3259.767,6979.968
2019-03-05,130.40634825,3571.351,6872.723
2019-03-06,126.66229437500003,3575.237,6822.723
2019-03-07,129.420894,3617.696,7004.472
2019-03-08,125.96379387500001,3659.51,6754.799
2019-03-09,111.75899612500002,3532.115,6113.269
2019-03-10,103.45916975,3341.469,5885.714
2019-03-11,128.188122625,3441.478,6976.728
2019-03-12,134.76591924999997,3600.507,7336.333
2019-03-13,132.84696512500005,3663.6,7335.325
2019-03-14,132.96636850000002,3655.923,7171.945
2019-03-15,129.162611625,3621.767,6941.942
2019-03-16,112.05992962500001,3501.755,6080.696
2019-03-17,100.35237587499998,3265.109,5618.757
2019-03-18,124.36844500000001,3248.66,6908.24
2019-03-19,131.631982125,3681.872,7006.04
2019-03-20,136.79686975000004,3668.549,7253.991
2019-03-21,130.00690887500002,3625.642,6855.182
2019-03-22,127.74682525000001,3604.736,6887.29
2019-03-23,111.83732450000001,3505.047,5998.354
2019-03-24,98.29925612500001,2882.374,5431.346
2019-03-25,119.17583637499999,3132.723,6617.294
2019-03-26,126.253439125,3500.725,6976.402
2019-03-27,130.99573924999996,3674.852,7023.727
2019-03-28,127.427777,3550.202,6872.845
2019-03-29,124.92257850000001,3465.319,6761.116
2019-03-30,113.01451575,3540.718,6142.668
2019-03-31,100.85891375,3298.767,5489.482
