Date,Energy [MWh],Min load [MW],Max load [MW]
2019-05-01,100.755843125,3283.508,5284.56
2019-05-02,120.83159287499997,3259.971,6389.96
2019-05-03,121.39868025,3519.957,6308.418
2019-05-04,112.7616365,3584.367,5776.658
2019-05-05,99.066390375,3105.009,5467.839
2019-05-06,125.33270174999998,3260.114,6617.99
2019-05-07,129.503075625,3675.371,6610.583
2019-05-08,124.898215375,3724.228,6505.514
2019-05-09,128.2781235,3558.103,6727.001
2019-05-10,125.16787324999999,3475.858,6331.618
2019-05-11,109.5842155,3601.078,5672.282
2019-05-12,100.105219875,3241.256,5342.28
2019-05-13,118.742928875,3174.333,6252.628
2019-05-14,122.78353662500001,3511.184,6201.663
2019-05-15,123.53016337499999,3508.597,6501.836
2019-05-16,125.92992750000003,3587.368,6588.705
2019-05-17,120.78262625000004,3484.591,6132.115
2019-05-18,108.98622187499998,3416.716,5534.343
2019-05-19,97.57186187499998,2995.026,5139.279
2019-05-20,120.00904799999999,3087.593,6321.807
2019-05-21,127.18235612500003,3625.203,6644.601
2019-05-22,124.78515825,3562.363,6428.329
2019-05-23,122.87856912500004,3611.765,6287.494
2019-05-24,121.143421625,3495.643,6122.866
2019-05-25,110.19142212500002,3337.525,5528.944
2019-05-26,97.55416562499998,3200.06,5038.927
2019-05-27,120.30551937499999,3233.253,6642.541
2019-05-28,123.324295875,3624.615,6228.572
2019-05-29,124.68388549999999,3734.423,6274.909
2019-05-30,122.06869125,3614.455,6225.935
2019-05-31,122.41818662499999,3493.366,6270.643
