2019-03-01,545.53268775,15556.404,27939.781
2019-03-02,414.751789,14077.271,21789.397
2019-03-03,356.365572,12182.918,19124.747
2019-03-04,515.1533129999999,12086.419,28721.47
2019-03-05,543.4292747500001,15065.74,29255.346
2019-03-06,541.726694125,15017.48,28064.167
2019-03-07,536.298187,15124.918,29026.366
2019-03-08,512.0265662500001,14802.053,27151.417
2019-03-09,390.72236275,13564.347,19927.837
2019-03-10,343.70428574999994,11652.171,18523.893
2019-03-11,489.0881153749999,11815.762,26028.538
2019-03-12,530.7493567500001,15014.526,28421.829
2019-03-13,541.6394405000001,15422.554,27670.008
2019-03-14,535.8949882500001,15655.987,27403.139
2019-03-15,521.3592492500001,15214.39,27273.368
2019-03-16,405.4142365,13591.421,21042.296
2019-03-17,347.980593,11756.235,18486.659
2019-03-18,504.166458,12153.595,27412.664
2019-03-19,540.9820485,15564.077,27669.607
2019-03-20,550.2493216249999,15592.457,28995.226
2019-03-21,535.465591375,15061.255,28051.18
2019-03-22,520.1626001249999,15131.727,27086.01
2019-03-23,405.349905,14090.151,20629.884
2019-03-24,339.67770975,10797.831,18404.452
2019-03-25,482.21511662499995,12011.852,25844.933
2019-03-26,518.02240225,14757.769,27726.307
2019-03-27,511.456831625,14856.347,26886.329
2019-03-28,513.056243875,15176.862,26914.054
2019-03-29,505.06932862500014,14924.678,26234.401
2019-03-30,403.6967791249999,14204.793,20358.194
2019-03-31,345.922033625,12212.97,18223.469
