2018-11-01,366.16839825,13375.084,18504.699
2018-11-02,414.00579474999995,11655.102,21679.285
2018-11-03,375.250345375,12214.975,19081.941
2018-11-04,342.83647325000004,11590.552,18231.105
2018-11-05,501.44954312500005,11537.984,27369.756
2018-11-06,544.266379125,15365.125,28165.536
2018-11-07,540.8562679999999,15848.197,28226.349
2018-11-08,543.3435757500001,15807.624,27837.049
2018-11-09,534.533935375,16065.427,27272.082
2018-11-10,422.487617,14680.855,20854.823
2018-11-11,357.94610475,12103.204,18545.553
2018-11-12,500.139986625,11898.207,27128.593
2018-11-13,533.383368625,15327.561,27333.891
2018-11-14,532.92498725,15577.565,27311.964
2018-11-15,536.3249798749999,15398.393,28135.176
2018-11-16,542.680699375,15779.173,28301.359
2018-11-17,433.1547433749999,14873.541,21706.206
2018-11-18,380.73010024999996,12850.89,20022.933
2018-11-19,534.017949125,13429.089,28989.423
2018-11-20,561.300441,15524.533,29493.639
2018-11-21,561.8829946249998,15924.156,29267.577
2018-11-22,554.3428631249999,15530.506,28936.797
2018-11-23,552.423150375,15508.456,28855.998
2018-11-24,429.383244,14545.466,21840.439
2018-11-25,371.376879875,12428.815,19283.163
2018-11-26,525.841688,12592.298,28447.334
2018-11-27,552.0881527500002,15572.116,28761.936
2018-11-28,560.4149859999999,15961.463,29245.847
2018-11-29,563.8627366249998,16072.562,29283.692
2018-11-30,567.115985,16238.118,29769.061
