Date,Total Load [MW],Forecast Total load [MW],Bidding zone
2019-02-01 00:00:00,1958.415,2020.923,Sicily
2019-02-01 00:15:00,1825.041,1932.675,Sicily
2019-02-01 00:30:00,1804.723,1897.148,Sicily
2019-02-01 00:45:00,1725.971,1817.156,Sicily
2019-02-01 01:00:00,1671.779,1767.441,Sicily
2019-02-01 01:15:00,1636.38,1725.543,Sicily
2019-02-01 01:30:00,1598.161,1683.516,Sicily
2019-02-01 01:45:00,1573.532,1652.764,Sicily
2019-02-01 02:00:00,1549.849,1623.886,Sicily
2019-02-01 02:15:00,1526.616,1593.55,Sicily
2019-02-01 02:30:00,1510.73,1571.912,Sicily
2019-02-01 02:45:00,1496.48,1547.037,Sicily
2019-02-01 03:00:00,1478.722,1529.476,Sicily
2019-02-01 03:15:00,1476.686,1530.376,Sicily
2019-02-01 03:30:00,1475.414,1528.54,Sicily
2019-02-01 03:45:00,1485.154,1526.073,Sicily
2019-02-01 04:00:00,1470.012,1508.284,Sicily
2019-02-01 04:15:00,1482.18,1518.828,Sicily
2019-02-01 04:30:00,1509.531,1529.95,Sicily
2019-02-01 04:45:00,1512.323,1530.742,Sicily
2019-02-01 05:00:00,1554.926,1553.006,Sicily
2019-02-01 05:15:00,1579.036,1576.433,Sicily
2019-02-01 05:30:00,1636.818,1624.172,Sicily
2019-02-01 05:45:00,1672.287,1669.631,Sicily
2019-02-01 06:00:00,1753.81,1751.129,Sicily
2019-02-01 06:15:00,1834.955,1832.268,Sicily
2019-02-01 06:30:00,1885.499,1882.864,Sicily
2019-02-01 06:45:00,2011.142,2008.469,Sicily
2019-02-01 07:00:00,2091.604,2088.959,Sicily
2019-02-01 07:15:00,2149.079,2146.485,Sicily
2019-02-01 07:30:00,2272.922,2270.289,Sicily
2019-02-01 07:45:00,2380.904,2378.239,Sicily
2019-02-01 08:00:00,2462.429,2459.751,Sicily
2019-02-01 08:15:00,2451.459,2448.857,Sicily
2019-02-01 08:30:00,2475.897,2473.326,Sicily
2019-02-01 08:45:00,2495.665,2487.403,Sicily
2019-02-01 09:00:00,2496.217,2507.009,Sicily
2019-02-01 09:15:00,2481.642,2510.674,Sicily
2019-02-01 09:30:00,2454.714,2509.434,Sicily
2019-02-01 09:45:00,2440.442,2515.98,Sicily
2019-02-01 10:00:00,2441.684,2516.006,Sicily
2019-02-01 10:15:00,2401.628,2471.64,Sicily
2019-02-01 10:30:00,2440.421,2506.106,Sicily
2019-02-01 10:45:00,2419.153,2479.181,Sicily
2019-02-01 11:00:00,2383.726,2440.118,Sicily
2019-02-01 11:15:00,2313.019,2362.629,Sicily
2019-02-01 11:30:00,2293.228,2323.886,Sicily
2019-02-01 11:45:00,2273.842,2286.495,Sicily
2019-02-01 12:00:00,2302.156,2315.181,Sicily
2019-02-01 12:15:00,2299.468,2312.72,Sicily
2019-02-01 12:30:00,2322.971,2338.661,Sicily
