Time,Day ahead forecast,Hour ahead forecast,Current demand
00:00,27461,26258,26037
00:05,25710,25915,25899
00:10,25710,25915,25872
00:15,25710,25915,25809
00:20,25710,25588,25714
00:25,25710,25588,25583
00:30,25710,25588,25463
00:35,25710,25147,25325
00:40,25710,25147,25218
00:45,25710,25147,25059
00:50,25710,24874,24952
00:55,25710,24874,24837
01:00,25710,24874,24728
01:05,24402,24550,24635
01:10,24402,24550,24510
01:15,24402,24550,24391
01:20,24402,24281,24269
01:25,24402,24281,24186
01:30,24402,24281,24098
01:35,24402,24043,24023
01:40,24402,24043,23922
01:45,24402,24043,23830
01:50,24402,23759,23727
01:55,24402,23759,23648
02:00,24402,23759,23563
02:05,23539,23530,23523
02:10,23539,23530,23484
02:15,23539,23530,23436
02:20,23539,23330,23373
02:25,23539,23330,23286
02:30,23539,23330,23205
02:35,23539,23186,23157
02:40,23539,23186,23102
02:45,23539,23186,23053
02:50,23539,23016,23013
02:55,23539,23016,22954
03:00,23539,23016,22924
03:05,23117,22949,22915
03:10,23117,22949,22918
03:15,23117,22949,22910
03:20,23117,22893,22876
03:25,23117,22893,22818
03:30,23117,22893,22801
03:35,23117,22812,22789
03:40,23117,22812,22779
03:45,23117,22812,22751
03:50,23117,22804,22708
03:55,23117,22804,22712
04:00,23117,22804,22709
04:05,23368,22927,22777
04:10,23368,22927,22877
04:15,23368,22927,22905
04:20,23368,22989,22928
04:25,23368,22989,22944
04:30,23368,22989,22988
04:35,23368,23145,23055
04:40,23368,23145,23101
04:45,23368,23145,23126
04:50,23368,23293,23155
04:55,23368,23293,23231
05:00,23368,23293,23283
05:05,24500,23735,23458
05:10,24500,23735,23635
05:15,24500,23735,23782
05:20,24500,24019,23887
05:25,24500,24019,24006
05:30,24500,24019,24126
05:35,24500,24332,24286
05:40,24500,24332,24430
05:45,24500,24332,24575
05:50,24500,24763,24757
05:55,24500,24763,24866
06:00,24500,24763,25008
06:05,26238,25588,25209
06:10,26238,25588,25546
06:15,26238,25588,25717
06:20,26238,25967,25866
06:25,26238,25967,25946
06:30,26238,25967,25902
06:35,26238,26046,25955
06:40,26238,26046,26035
06:45,26238,26046,26121
06:50,26238,26388,26137
06:55,26238,26388,26266
07:00,26238,26388,26423
07:05,27420,26743,26528
07:10,27420,26743,26709
07:15,27420,26743,26797
07:20,27420,27040,26841
07:25,27420,27040,26932
07:30,27420,27040,26947
07:35,27420,27211,26960
07:40,27420,27211,27049
07:45,27420,27211,27109
07:50,27420,27289,27098
07:55,27420,27289,27135
08:00,27420,27289,27114
08:05,28226,27454,27294
08:10,28226,27454,27388
08:15,28226,27454,27458
08:20,28226,27559,27416
08:25,28226,27559,27454
08:30,28226,27559,27469
08:35,28226,27722,27545
08:40,28226,27722,27575
08:45,28226,27722,27687
08:50,28226,27669,27747
08:55,28226,27669,27730
09:00,28226,27669,27761
09:05,28952,27913,27867
09:10,28952,27913,27899
09:15,28952,27913,27933
09:20,28952,28134,27950
09:25,28952,28134,28046
09:30,28952,28134,28056
09:35,28952,28239,28084
09:40,28952,28239,28069
09:45,28952,28239,28056
09:50,28952,28352,28053
09:55,28952,28352,28122
10:00,28952,28352,28332
10:05,29765,28519,28555
10:10,29765,28519,28593
10:15,29765,28519,28424
10:20,29765,28597,28311
10:25,29765,28597,28373
10:30,29765,28597,28395
10:35,29765,28867,28457
10:40,29765,28867,28543
10:45,29765,28867,28604
10:50,29765,28598,28594
10:55,29765,28598,28618
11:00,29765,28598,28593
11:05,30454,28883,28663
11:10,30454,28883,28712
11:15,30454,28883,28827
11:20,30454,28901,28833
11:25,30454,28901,28855
11:30,30454,28901,28933
11:35,30454,29010,28999
11:40,30454,29010,29041
11:45,30454,29010,29039
11:50,30454,29130,29061
11:55,30454,29130,29149
12:00,30454,29130,29183
12:05,31470,29264,29229
12:10,31470,29264,29281
12:15,31470,29264,29337
12:20,31470,29513,29448
12:25,31470,29513,29502
12:30,31470,29513,29593
12:35,31470,29758,29692
12:40,31470,29758,29842
12:45,31470,29758,29976
12:50,31470,30077,30059
12:55,31470,30077,30207
13:00,31470,30077,30380
13:05,33091,30485,30518
13:10,33091,30485,30644
13:15,33091,30485,30733
13:20,33091,30872,30831
13:25,33091,30872,30967
13:30,33091,30872,31076
13:35,33091,31293,31195
13:40,33091,31293,31328
13:45,33091,31293,31395
13:50,33091,31642,31544
13:55,33091,31642,31709
14:00,33091,31642,31880
14:05,34642,31971,31939
14:10,34642,31971,31947
14:15,34642,31971,32083
14:20,34642,32313,32190
14:25,34642,32313,32338
14:30,34642,32313,32469
14:35,34642,32558,32580
14:40,34642,32558,32617
14:45,34642,32558,32770
14:50,34642,32973,32925
14:55,34642,32973,33066
15:00,34642,32973,33200
15:05,36083,33268,33318
15:10,36083,33268,33463
15:15,36083,33268,33597
15:20,36083,33648,33718
15:25,36083,33648,33863
15:30,36083,33648,33999
15:35,36083,34013,34049
15:40,36083,34013,34183
15:45,36083,34013,34303
15:50,36083,34463,34479
15:55,36083,34463,34597
16:00,36083,34463,34713
16:05,37102,34697,34753
16:10,37102,34697,34915
16:15,37102,34697,35001
16:20,37102,35070,35111
16:25,37102,35070,35221
16:30,37102,35070,35296
16:35,37102,35337,35422
16:40,37102,35337,35529
16:45,37102,35337,35588
16:50,37102,35597,35611
16:55,37102,35597,35674
17:00,37102,35597,35689
17:05,37360,35747,35616
17:10,37360,35747,35588
17:15,37360,35747,35608
17:20,37360,35677,35682
17:25,37360,35677,35659
17:30,37360,35677,35727
17:35,37360,35624,35738
17:40,37360,35624,35777
17:45,37360,35624,35732
17:50,37360,35606,35712
17:55,37360,35606,35730
18:00,37360,35606,35748
18:05,36582,35328,35603
18:10,36582,35328,35403
18:15,36582,35328,35396
18:20,36582,35219,35367
18:25,36582,35219,35320
18:30,36582,35219,35222
18:35,36582,35120,35146
18:40,36582,35120,35061
18:45,36582,35120,34996
18:50,36582,34917,34941
18:55,36582,34917,34876
19:00,36582,34917,34774
19:05,35920,34672,34617
19:10,35920,34672,34495
19:15,35920,34672,34428
19:20,35920,34524,34310
19:25,35920,34524,34279
19:30,35920,34524,34295
19:35,35920,34329,34428
19:40,35920,34329,34455
19:45,35920,34329,34454
19:50,35920,34259,34441
19:55,35920,34259,34437
20:00,35920,34259,34405
20:05,35096,34378,34363
20:10,35096,34378,34298
20:15,35096,34378,34173
20:20,35096,34013,34018
20:25,35096,34013,33934
20:30,35096,34013,33830
20:35,35096,33677,33659
20:40,35096,33677,33587
20:45,35096,33677,33409
20:50,35096,33137,33260
20:55,35096,33137,33127
21:00,35096,33137,32958
21:05,33101,32581,32770
21:10,33101,32581,32618
21:15,33101,32581,32434
21:20,33101,32103,32239
21:25,33101,32103,32117
21:30,33101,32103,31902
21:35,33101,31606,31768
21:40,33101,31606,31623
21:45,33101,31606,31447
21:50,33101,31040,31259
21:55,33101,31040,31076
22:00,33101,31040,30848
22:05,30398,30285,30607
22:10,30398,30285,30389
22:15,30398,30285,30129
22:20,30398,29745,29927
22:25,30398,29745,29757
22:30,30398,29745,29599
22:35,30398,29214,29403
22:40,30398,29214,29173
22:45,30398,29214,29015
22:50,30398,28590,28783
22:55,30398,28590,28548
23:00,30398,28590,28381
23:05,27990,27978,28259
23:10,27990,27978,28124
23:15,27990,27978,27895
23:20,27990,27531,27693
23:25,27990,27531,27545
23:30,27990,27531,27366
23:35,27990,27140,27162
23:40,27990,27140,26969
23:45,27990,27140,26786
23:50,27990,26605,26576
23:55,27990,26605,26439
00:00,27990,26605,
