Time,Day ahead forecast,Hour ahead forecast,Current demand
00:00,22834,22444,22385
00:05,21705,22251,22379
00:10,21705,22251,22344
00:15,21705,22251,22319
00:20,21705,22024,22244
00:25,21705,22024,22177
00:30,21705,22024,22082
00:35,21705,21758,21924
00:40,21705,21758,21909
00:45,21705,21758,21835
00:50,21705,21591,21751
00:55,21705,21591,21678
01:00,21705,21591,21554
01:05,20880,21458,21465
01:10,20880,21458,21440
01:15,20880,21458,21396
01:20,20880,21291,21319
01:25,20880,21291,21176
01:30,20880,21291,21138
01:35,20880,21078,21085
01:40,20880,21078,21010
01:45,20880,21078,21001
01:50,20880,20859,20914
01:55,20880,20859,20868
02:00,20880,20859,20782
02:05,20337,20767,20747
02:10,20337,20767,20735
02:15,20337,20767,20717
02:20,20337,20618,20671
02:25,20337,20618,20635
02:30,20337,20618,20541
02:35,20337,20512,20507
02:40,20337,20512,20519
02:45,20337,20512,20489
02:50,20337,20421,20482
02:55,20337,20421,20418
03:00,20337,20421,20423
03:05,20262,20428,20409
03:10,20262,20428,20455
03:15,20262,20428,20432
03:20,20262,20415,20414
03:25,20262,20415,20377
03:30,20262,20415,20353
03:35,20262,20461,20321
03:40,20262,20461,20389
03:45,20262,20461,20389
03:50,20262,20450,20374
03:55,20262,20450,20389
04:00,20262,20450,20458
04:05,20577,20604,20492
04:10,20577,20604,20616
04:15,20577,20604,20687
04:20,20577,20742,20716
04:25,20577,20742,20691
04:30,20577,20742,20729
04:35,20577,20890,20834
04:40,20577,20890,20893
04:45,20577,20890,20971
04:50,20577,21082,20991
04:55,20577,21082,21114
05:00,20577,21082,21204
05:05,21961,21611,21371
05:10,21961,21611,21655
05:15,21961,21611,21832
05:20,21961,21965,21938
05:25,21961,21965,22004
05:30,21961,21965,22105
05:35,21961,22365,22232
05:40,21961,22365,22400
05:45,21961,22365,22534
05:50,21961,22854,22649
05:55,21961,22854,22773
06:00,21961,22854,22960
06:05,24408,23714,23230
06:10,24408,23714,23663
06:15,24408,23714,23872
06:20,24408,24393,24108
06:25,24408,24393,24226
06:30,24408,24393,24349
06:35,24408,24835,24579
06:40,24408,24835,24858
06:45,24408,24835,24987
06:50,24408,25098,25146
06:55,24408,25098,25271
07:00,24408,25098,25327
07:05,25428,25611,25493
07:10,25428,25611,25656
07:15,25428,25611,25767
07:20,25428,25735,25805
07:25,25428,25735,25802
07:30,25428,25735,25816
07:35,25428,25753,25858
07:40,25428,25753,25897
07:45,25428,25753,25893
07:50,25428,25814,25872
07:55,25428,25814,25842
08:00,25428,25814,25898
08:05,25366,26001,25927
08:10,25366,26001,26055
08:15,25366,26001,26081
08:20,25366,26081,26075
08:25,25366,26081,26006
08:30,25366,26081,25995
08:35,25366,26062,26090
08:40,25366,26062,26097
08:45,25366,26062,26054
08:50,25366,25997,25986
08:55,25366,25997,26007
09:00,25366,25997,26004
09:05,25256,26024,26008
09:10,25256,26024,26028
09:15,25256,26024,25948
09:20,25256,26024,25963
09:25,25256,26024,25936
09:30,25256,26024,25908
09:35,25256,25934,25868
09:40,25256,25934,25845
09:45,25256,25934,25777
09:50,25256,25822,25826
09:55,25256,25822,25797
10:00,25256,25822,25759
10:05,25055,25779,25714
10:10,25055,25779,25662
10:15,25055,25779,25597
10:20,25055,25743,25578
10:25,25055,25743,25604
10:30,25055,25743,25542
10:35,25055,25560,25519
10:40,25055,25560,25530
10:45,25055,25560,25485
10:50,25055,25473,25468
10:55,25055,25473,25537
11:00,25055,25473,25519
11:05,24814,25377,25465
11:10,24814,25377,25464
11:15,24814,25377,25387
11:20,24814,25365,25422
11:25,24814,25365,25455
11:30,24814,25365,25415
11:35,24814,25338,25407
11:40,24814,25338,25395
11:45,24814,25338,25354
11:50,24814,25333,25298
11:55,24814,25333,25278
12:00,24814,25333,25236
12:05,24779,25184,25191
12:10,24779,25184,25132
12:15,24779,25184,25107
12:20,24779,25165,25086
12:25,24779,25165,25134
12:30,24779,25165,25096
12:35,24779,25092,25143
12:40,24779,25092,25159
12:45,24779,25092,25130
12:50,24779,25172,25161
12:55,24779,25172,25187
13:00,24779,25172,25146
13:05,25173,25195,25123
13:10,25173,25195,25180
13:15,25173,25195,25214
13:20,25173,25282,25250
13:25,25173,25282,25263
13:30,25173,25282,25328
13:35,25173,25365,25331
13:40,25173,25365,25314
13:45,25173,25365,25376
13:50,25173,25451,25407
13:55,25173,25451,25426
14:00,25173,25451,25433
14:05,25605,25478,25491
14:10,25605,25478,25512
14:15,25605,25478,25557
14:20,25605,25576,25593
14:25,25605,25576,25668
14:30,25605,25576,25690
14:35,25605,25703,25760
14:40,25605,25703,25775
14:45,25605,25703,25842
14:50,25605,25872,25918
14:55,25605,25872,25982
15:00,25605,25872,26001
15:05,26290,26081,25919
15:10,26290,26081,25904
15:15,26290,26081,25943
15:20,26290,26255,26024
15:25,26290,26255,26109
15:30,26290,26255,26162
15:35,26290,26253,26195
15:40,26290,26253,26310
15:45,26290,26253,26320
15:50,26290,26437,26368
15:55,26290,26437,26401
16:00,26290,26437,26525
16:05,26794,26555,26551
16:10,26794,26555,26512
16:15,26794,26555,26530
16:20,26794,26716,26573
16:25,26794,26716,26672
16:30,26794,26716,26746
16:35,26794,26848,26833
16:40,26794,26848,26876
16:45,26794,26848,27004
16:50,26794,26936,27066
16:55,26794,26936,27130
17:00,26794,26936,27195
17:05,27198,27137,27118
17:10,27198,27137,27107
17:15,27198,27137,27210
17:20,27198,27307,27282
17:25,27198,27307,27296
17:30,27198,27307,27378
17:35,27198,27415,27417
17:40,27198,27415,27454
17:45,27198,27415,27511
17:50,27198,27604,27583
17:55,27198,27604,27662
18:00,27198,27604,27766
18:05,28137,27775,27734
18:10,28137,27775,27749
18:15,28137,27775,27869
18:20,28137,28182,28010
18:25,28137,28182,28148
18:30,28137,28182,28287
18:35,28137,28711,28494
18:40,28137,28711,28663
18:45,28137,28711,28863
18:50,28137,29146,29047
18:55,28137,29146,29135
19:00,28137,29146,29209
19:05,28948,29308,29299
19:10,28948,29308,29315
19:15,28948,29308,29276
19:20,28948,29340,29242
19:25,28948,29340,29205
19:30,28948,29340,29171
19:35,28948,29233,29138
19:40,28948,29233,29066
19:45,28948,29233,29010
19:50,28948,28878,28950
19:55,28948,28878,28888
20:00,28948,28878,28819
20:05,28067,28604,28701
20:10,28067,28604,28589
20:15,28067,28604,28522
20:20,28067,28342,28422
20:25,28067,28342,28364
20:30,28067,28342,28283
20:35,28067,28027,28168
20:40,28067,28027,28065
20:45,28067,28027,27970
20:50,28067,27753,27883
20:55,28067,27753,27789
21:00,28067,27753,27660
21:05,26531,27357,27573
21:10,26531,27357,27493
21:15,26531,27357,27356
21:20,26531,26967,27207
21:25,26531,26967,27112
21:30,26531,26967,26953
21:35,26531,26629,26811
21:40,26531,26629,26674
21:45,26531,26629,26569
21:50,26531,26168,26399
21:55,26531,26168,26240
22:00,26531,26168,26042
22:05,24546,25575,25823
22:10,24546,25575,25651
22:15,24546,25575,25427
22:20,24546,25057,25220
22:25,24546,25057,25089
22:30,24546,25057,24960
22:35,24546,24586,24779
22:40,24546,24586,24660
22:45,24546,24586,24482
22:50,24546,24050,24255
22:55,24546,24050,24102
23:00,24546,24050,23994
23:05,22859,23633,23828
23:10,22859,23633,23724
23:15,22859,23633,23602
23:20,22859,23261,23417
23:25,22859,23261,23301
23:30,22859,23261,23155
23:35,22859,22978,23032
23:40,22859,22978,22853
23:45,22859,22978,22715
23:50,22859,22572,22599
23:55,22859,22572,22518
00:00,22859,22572,
