Time,Day ahead forecast,Hour ahead forecast,Current demand
00:00,26930,26172,25852
00:05,24941,25755,25729
00:10,24941,25755,25702
00:15,24941,25755,25703
00:20,24941,25606,25588
00:25,24941,25606,25457
00:30,24941,25606,25328
00:35,24941,25141,25212
00:40,24941,25141,25133
00:45,24941,25141,25034
00:50,24941,24870,24934
00:55,24941,24870,24818
01:00,24941,24870,24668
01:05,23749,24593,24515
01:10,23749,24593,24427
01:15,23749,24593,24280
01:20,23749,24233,24220
01:25,23749,24233,24111
01:30,23749,24233,24041
01:35,23749,23989,23937
01:40,23749,23989,23834
01:45,23749,23989,23772
01:50,23749,23702,23703
01:55,23749,23702,23630
02:00,23749,23702,23553
02:05,22971,23514,23476
02:10,22971,23514,23421
02:15,22971,23514,23354
02:20,22971,23329,23282
02:25,22971,23329,23245
02:30,22971,23329,23179
02:35,22971,23158,23143
02:40,22971,23158,23101
02:45,22971,23158,23042
02:50,22971,23037,22963
02:55,22971,23037,22933
03:00,22971,23037,22884
03:05,22630,22924,22845
03:10,22630,22924,22848
03:15,22630,22924,22821
03:20,22630,22842,22805
03:25,22630,22842,22773
03:30,22630,22842,22776
03:35,22630,22807,22758
03:40,22630,22807,22725
03:45,22630,22807,22737
03:50,22630,22796,22715
03:55,22630,22796,22706
04:00,22630,22796,22723
04:05,22994,22930,22730
04:10,22994,22930,22830
04:15,22994,22930,22850
04:20,22994,23028,22902
04:25,22994,23028,22939
04:30,22994,23028,22988
04:35,22994,23161,23055
04:40,22994,23161,23127
04:45,22994,23161,23186
04:50,22994,23393,23238
04:55,22994,23393,23321
05:00,22994,23393,23429
05:05,24343,23872,23638
05:10,24343,23872,23821
05:15,24343,23872,24001
05:20,24343,24261,24084
05:25,24343,24261,24208
05:30,24343,24261,24292
05:35,24343,24608,24446
05:40,24343,24608,24598
05:45,24343,24608,24715
05:50,24343,25050,24858
05:55,24343,25050,25021
06:00,24343,25050,25209
06:05,26187,25876,25550
06:10,26187,25876,25882
06:15,26187,25876,26057
06:20,26187,26204,26151
06:25,26187,26204,26262
06:30,26187,26204,26348
06:35,26187,26470,26446
06:40,26187,26470,26467
06:45,26187,26470,26510
06:50,26187,26722,26503
06:55,26187,26722,26508
07:00,26187,26722,26624
07:05,27347,27025,27050
07:10,27347,27025,27318
07:15,27347,27025,27420
07:20,27347,27678,27524
07:25,27347,27678,27531
07:30,27347,27678,27515
07:35,27347,27735,27506
07:40,27347,27735,27522
07:45,27347,27735,27600
07:50,27347,27714,27645
07:55,27347,27714,27658
08:00,27347,27714,27665
08:05,28009,27957,27764
08:10,28009,27957,27863
08:15,28009,27957,27960
08:20,28009,28111,28050
08:25,28009,28111,28092
08:30,28009,28111,28008
08:35,28009,28245,28100
08:40,28009,28245,28132
08:45,28009,28245,28049
08:50,28009,28269,27995
08:55,28009,28269,28048
09:00,28009,28269,28078
09:05,28643,28457,28173
09:10,28643,28457,28243
09:15,28643,28457,28237
09:20,28643,28431,28329
09:25,28643,28431,28385
09:30,28643,28431,28335
09:35,28643,28531,28447
09:40,28643,28531,28434
09:45,28643,28531,28499
09:50,28643,28703,28560
09:55,28643,28703,28613
10:00,28643,28703,28677
10:05,29330,28916,28771
10:10,29330,28916,28806
10:15,29330,28916,28902
10:20,29330,29091,29018
10:25,29330,29091,29171
10:30,29330,29091,29359
10:35,29330,29482,29502
10:40,29330,29482,29602
10:45,29330,29482,29669
10:50,29330,29971,29673
10:55,29330,29971,29683
11:00,29330,29971,29732
11:05,29982,30239,29730
11:10,29982,30239,29740
11:15,29982,30239,29774
11:20,29982,30036,29858
11:25,29982,30036,29906
11:30,29982,30036,29971
11:35,29982,30209,30052
11:40,29982,30209,30108
11:45,29982,30209,30105
11:50,29982,30336,30121
11:55,29982,30336,30132
12:00,29982,30336,30154
12:05,30974,30485,30111
12:10,30974,30485,30199
12:15,30974,30485,30203
12:20,30974,30530,30280
12:25,30974,30530,30345
12:30,30974,30530,30440
12:35,30974,30742,30625
12:40,30974,30742,30679
12:45,30974,30742,30764
12:50,30974,31097,30848
12:55,30974,31097,31013
13:00,30974,31097,31202
13:05,32417,31392,31347
13:10,32417,31392,31512
13:15,32417,31392,31658
13:20,32417,31922,31787
13:25,32417,31922,31867
13:30,32417,31922,32023
13:35,32417,32244,32184
13:40,32417,32244,32297
13:45,32417,32244,32445
13:50,32417,32694,32549
13:55,32417,32694,32681
14:00,32417,32694,32844
14:05,33840,33067,33022
14:10,33840,33067,33087
14:15,33840,33067,33371
14:20,33840,33471,33401
14:25,33840,33471,33541
14:30,33840,33471,33626
14:35,33840,33807,33735
14:40,33840,33807,33793
14:45,33840,33807,33972
14:50,33840,34183,34091
14:55,33840,34183,34225
15:00,33840,34183,34369
15:05,35223,34533,34551
15:10,35223,34533,34642
15:15,35223,34533,34786
15:20,35223,34941,34912
15:25,35223,34941,35067
15:30,35223,34941,35177
15:35,35223,35277,35413
15:40,35223,35277,35467
15:45,35223,35277,35530
15:50,35223,35795,35587
15:55,35223,35795,35736
16:00,35223,35795,35871
16:05,36383,36119,35761
16:10,36383,36119,35820
16:15,36383,36119,35911
16:20,36383,36191,36056
16:25,36383,36191,36123
16:30,36383,36191,36243
16:35,36383,36389,36330
16:40,36383,36389,36378
16:45,36383,36389,36456
16:50,36383,36574,36539
16:55,36383,36574,36641
17:00,36383,36574,36699
17:05,36629,36550,36746
17:10,36629,36550,36843
17:15,36629,36550,36818
17:20,36629,36940,36890
17:25,36629,36940,36903
17:30,36629,36940,36874
17:35,36629,36895,36882
17:40,36629,36895,36850
17:45,36629,36895,36850
17:50,36629,36791,36964
17:55,36629,36791,37020
18:00,36629,36791,36845
18:05,36056,36482,36686
18:10,36056,36482,36626
18:15,36056,36482,36588
18:20,36056,36517,36598
18:25,36056,36517,36513
18:30,36056,36517,36448
18:35,36056,36366,36404
18:40,36056,36366,36311
18:45,36056,36366,36210
18:50,36056,36049,36123
18:55,36056,36049,36014
19:00,36056,36049,35938
19:05,35547,35831,35867
19:10,35547,35831,35783
19:15,35547,35831,35739
19:20,35547,35706,35685
19:25,35547,35706,35706
19:30,35547,35706,35698
19:35,35547,35705,35812
19:40,35547,35705,35842
19:45,35547,35705,35926
19:50,35547,35992,35991
19:55,35547,35992,35970
20:00,35547,35992,35931
20:05,35055,35906,35877
20:10,35055,35906,35793
20:15,35055,35906,35708
