Time,Day ahead forecast,Hour ahead forecast,Current demand
00:00,25642,24723,24623
00:05,24205,24460,24518
00:10,24205,24460,24477
00:15,24205,24460,24414
00:20,24205,24186,24300
00:25,24205,24186,24141
00:30,24205,24186,24012
00:35,24205,23858,23902
00:40,24205,23858,23789
00:45,24205,23858,23686
00:50,24205,23529,23552
00:55,24205,23529,23460
01:00,24205,23529,23397
01:05,22994,23256,23288
01:10,22994,23256,23182
01:15,22994,23256,23100
01:20,22994,23006,23035
01:25,22994,23006,22950
01:30,22994,23006,22880
01:35,22994,22749,22794
01:40,22994,22749,22673
01:45,22994,22749,22616
01:50,22994,22523,22555
01:55,22994,22523,22460
02:00,22994,22523,22399
02:05,22198,22326,22329
02:10,22198,22326,22229
02:15,22198,22326,22213
02:20,22198,22187,22146
02:25,22198,22187,22109
02:30,22198,22187,22030
02:35,22198,22016,21998
02:40,22198,22016,21974
02:45,22198,22016,21915
02:50,22198,21885,21900
02:55,22198,21885,21865
03:00,22198,21885,21829
03:05,21846,21842,21817
03:10,21846,21842,21797
03:15,21846,21842,21780
03:20,21846,21808,21781
03:25,21846,21808,21732
03:30,21846,21808,21721
03:35,21846,21769,21701
03:40,21846,21769,21704
03:45,21846,21769,21704
03:50,21846,21778,21702
03:55,21846,21778,21678
04:00,21846,21778,21672
04:05,22159,21932,21755
04:10,22159,21932,21837
04:15,22159,21932,21870
04:20,22159,22017,21919
04:25,22159,22017,21946
04:30,22159,22017,21994
04:35,22159,22126,22046
04:40,22159,22126,22112
04:45,22159,22126,22154
04:50,22159,22317,22195
04:55,22159,22317,22269
05:00,22159,22317,22343
05:05,23443,22786,22530
05:10,23443,22786,22727
05:15,23443,22786,22859
05:20,23443,23142,22971
05:25,23443,23142,23098
05:30,23443,23142,23189
05:35,23443,23482,23346
05:40,23443,23482,23500
05:45,23443,23482,23604
05:50,23443,23923,23738
05:55,23443,23923,23865
06:00,23443,23923,24070
06:05,25554,24776,24411
06:10,25554,24776,24775
06:15,25554,24776,24989
06:20,25554,25323,25154
06:25,25554,25323,25249
06:30,25554,25323,25325
06:35,25554,25613,25449
06:40,25554,25613,25596
06:45,25554,25613,25634
06:50,25554,25745,25676
06:55,25554,25745,25776
07:00,25554,25745,25840
07:05,26728,26141,26068
07:10,26728,26141,26252
07:15,26728,26141,26370
07:20,26728,26363,26416
07:25,26728,26363,26473
07:30,26728,26363,26464
07:35,26728,26487,26463
07:40,26728,26487,26462
07:45,26728,26487,26457
07:50,26728,26577,26450
07:55,26728,26577,26437
08:00,26728,26577,26467
08:05,27098,26686,26533
08:10,27098,26686,26631
08:15,27098,26686,26635
08:20,27098,26731,26679
08:25,27098,26731,26715
08:30,27098,26731,26740
08:35,27098,26772,26787
08:40,27098,26772,26791
08:45,27098,26772,26791
08:50,27098,26845,26783
08:55,27098,26845,26845
09:00,27098,26845,26834
09:05,27378,26954,26865
09:10,27378,26954,26894
09:15,27378,26954,26868
09:20,27378,26981,26909
09:25,27378,26981,26949
09:30,27378,26981,27030
09:35,27378,26944,27051
09:40,27378,26944,27066
09:45,27378,26944,27078
09:50,27378,27085,27119
09:55,27378,27085,27160
10:00,27378,27085,27153
10:05,27554,27301,27197
10:10,27554,27301,27239
10:15,27554,27301,27232
10:20,27554,27428,27259
10:25,27554,27428,27263
10:30,27554,27428,27023
10:35,27554,27520,27355
10:40,27554,27520,27435
10:45,27554,27520,27425
10:50,27554,27409,27436
10:55,27554,27409,27524
11:00,27554,27409,27551
11:05,27948,27677,27683
11:10,27948,27677,27692
11:15,27948,27677,27773
11:20,27948,27769,27832
11:25,27948,27769,27943
11:30,27948,27769,27960
11:35,27948,28008,27893
11:40,27948,28008,27945
11:45,27948,28008,27969
11:50,27948,28201,28023
11:55,27948,28201,28085
12:00,27948,28201,28134
12:05,28522,28216,28176
12:10,28522,28216,28153
12:15,28522,28216,28285
12:20,28522,28386,28351
12:25,28522,28386,28395
12:30,28522,28386,28487
12:35,28522,28641,28568
12:40,28522,28641,28594
12:45,28522,28641,28696
12:50,28522,28965,28774
12:55,28522,28965,28922
13:00,28522,28965,29032
13:05,29701,29256,29149
13:10,29701,29256,29311
13:15,29701,29256,29439
13:20,29701,29563,29514
13:25,29701,29563,29641
13:30,29701,29563,29726
13:35,29701,29906,29881
13:40,29701,29906,30061
13:45,29701,29906,30157
13:50,29701,30268,30255
13:55,29701,30268,30373
14:00,29701,30268,30537
14:05,30905,30686,30655
14:10,30905,30686,30750
14:15,30905,30686,30910
14:20,30905,30971,31014
14:25,30905,30971,31146
