Time,Day ahead forecast,Hour ahead forecast,Current demand
00:00,26526,25362,25309
00:05,24043,25092,25194
00:10,24043,25092,25133
00:15,24043,25092,25044
00:20,24043,24790,24951
00:25,24043,24790,24815
00:30,24043,24790,24681
00:35,24043,24451,24561
00:40,24043,24451,24444
00:45,24043,24451,24290
00:50,24043,24154,24233
00:55,24043,24154,24122
01:00,24043,24154,24022
01:05,22846,23840,23961
01:10,22846,23840,23844
01:15,22846,23840,23739
01:20,22846,23602,23627
01:25,22846,23602,23532
01:30,22846,23602,23434
01:35,22846,23372,23382
01:40,22846,23372,23292
01:45,22846,23372,23227
01:50,22846,23062,23128
01:55,22846,23062,23054
02:00,22846,23062,22962
02:05,22112,22865,22915
02:10,22112,22865,22854
02:15,22112,22865,22819
02:20,22112,22700,22776
02:25,22112,22700,22723
02:30,22112,22700,22651
02:35,22112,22551,22609
02:40,22112,22551,22567
02:45,22112,22551,22495
02:50,22112,22438,22467
02:55,22112,22438,22412
03:00,22112,22438,22367
03:05,21820,22366,22379
03:10,21820,22366,22387
03:15,21820,22366,22339
03:20,21820,22311,22336
03:25,21820,22311,22322
03:30,21820,22311,22293
03:35,21820,22293,22286
03:40,21820,22293,22262
03:45,21820,22293,22243
03:50,21820,22287,22261
03:55,21820,22287,22266
04:00,21820,22287,22280
04:05,22196,22428,22361
04:10,22196,22428,22446
04:15,22196,22428,22448
04:20,22196,22554,22481
04:25,22196,22554,22533
04:30,22196,22554,22552
04:35,22196,22682,22601
04:40,22196,22682,22668
04:45,22196,22682,22699
04:50,22196,22851,22755
04:55,22196,22851,22828
05:00,22196,22851,22923
05:05,23516,23287,23103
05:10,23516,23287,23344
05:15,23516,23287,23479
05:20,23516,23672,23573
05:25,23516,23672,23686
05:30,23516,23672,23805
05:35,23516,24093,23899
05:40,23516,24093,24076
05:45,23516,24093,24200
05:50,23516,24514,24336
05:55,23516,24514,24523
06:00,23516,24514,24643
06:05,25562,25398,25002
06:10,25562,25398,25477
06:15,25562,25398,25673
06:20,25562,25977,25857
06:25,25562,25977,25997
06:30,25562,25977,26019
06:35,25562,26299,26084
06:40,25562,26299,26192
06:45,25562,26299,26210
06:50,25562,26507,26266
06:55,25562,26507,26311
07:00,25562,26507,26380
07:05,26908,26749,26662
07:10,26908,26749,26857
07:15,26908,26749,26955
07:20,26908,26972,26969
07:25,26908,26972,27046
07:30,26908,26972,27093
07:35,26908,27166,27125
07:40,26908,27166,27142
07:45,26908,27166,27098
07:50,26908,27200,27056
07:55,26908,27200,27035
08:00,26908,27200,27076
08:05,27393,27254,27115
08:10,27393,27254,27121
08:15,27393,27254,27196
08:20,27393,27365,27224
08:25,27393,27365,27218
08:30,27393,27365,27224
08:35,27393,27298,27230
08:40,27393,27298,27240
08:45,27393,27298,27241
08:50,27393,27333,27288
08:55,27393,27333,27212
09:00,27393,27333,27221
09:05,27717,27302,27273
09:10,27717,27302,27328
09:15,27717,27302,27332
09:20,27717,27348,27381
09:25,27717,27348,27380
09:30,27717,27348,27377
09:35,27717,27516,27395
09:40,27717,27516,27431
09:45,27717,27516,27414
09:50,27717,27542,27386
09:55,27717,27542,27341
10:00,27717,27542,27343
10:05,27972,27624,27452
10:10,27972,27624,27531
10:15,27972,27624,27568
10:20,27972,27557,27528
10:25,27972,27557,27554
10:30,27972,27557,27605
10:35,27972,27723,27640
10:40,27972,27723,27676
10:45,27972,27723,27711
10:50,27972,27751,27706
10:55,27972,27751,27744
11:00,27972,27751,27811
11:05,28265,27897,27853
11:10,28265,27897,27923
11:15,28265,27897,27922
11:20,28265,28004,27953
11:25,28265,28004,27996
11:30,28265,28004,28023
11:35,28265,28085,28040
11:40,28265,28085,28084
11:45,28265,28085,28106
11:50,28265,28141,28092
11:55,28265,28141,28182
12:00,28265,28141,28253
12:05,28865,28238,28317
12:10,28865,28238,28394
12:15,28865,28238,28439
12:20,28865,28400,28752
12:25,28865,28400,28643
12:30,28865,28400,28701
12:35,28865,28733,28751
12:40,28865,28733,28884
12:45,28865,28733,28839
12:50,28865,29244,28936
12:55,28865,29244,29073
13:00,28865,29244,29165
