Time,Day ahead forecast,Hour ahead forecast,Current demand
00:00,22154,21359,21287
00:05,20693,21163,21195
00:10,20693,21163,21073
00:15,20693,21163,20975
00:20,20693,20933,20881
00:25,20693,20933,20749
00:30,20693,20933,20635
00:35,20693,20603,20545
00:40,20693,20603,20455
00:45,20693,20603,20371
00:50,20693,20281,20296
00:55,20693,20281,20224
01:00,20693,20281,20136
01:05,19799,20016,20048
01:10,19799,20016,20037
01:15,19799,20016,19976
01:20,19799,19802,19910
01:25,19799,19802,19823
01:30,19799,19802,19775
01:35,19799,19606,19684
01:40,19799,19606,19631
01:45,19799,19606,19568
01:50,19799,19476,19512
01:55,19799,19476,19454
02:00,19799,19476,19373
02:05,19209,19342,19355
02:10,19209,19342,19324
02:15,19209,19342,19298
02:20,19209,19232,19227
02:25,19209,19232,19203
02:30,19209,19232,19162
02:35,19209,19122,19120
02:40,19209,19122,19090
02:45,19209,19122,19053
02:50,19209,19017,19032
02:55,19209,19017,19013
03:00,19209,19017,18979
03:05,18982,18930,18942
03:10,18982,18930,18944
03:15,18982,18930,18936
03:20,18982,18886,18913
03:25,18982,18886,18899
03:30,18982,18886,18881
03:35,18982,18853,18867
03:40,18982,18853,18850
03:45,18982,18853,18840
03:50,18982,18863,18827
03:55,18982,18863,18827
04:00,18982,18863,18830
04:05,19071,18910,18879
04:10,19071,18910,18896
04:15,19071,18910,18901
04:20,19071,18925,18888
04:25,19071,18925,18903
04:30,19071,18925,18896
04:35,19071,18987,18920
04:40,19071,18987,18928
04:45,19071,18987,18945
04:50,19071,19020,18958
04:55,19071,19020,19003
05:00,19071,19020,19021
05:05,19485,19177,19111
05:10,19485,19177,19215
05:15,19485,19177,19246
05:20,19485,19264,19271
05:25,19485,19264,19309
05:30,19485,19264,19340
05:35,19485,19389,19401
05:40,19485,19389,19449
05:45,19485,19389,19479
05:50,19485,19574,19535
05:55,19485,19574,19589
06:00,19485,19574,19654
06:05,20310,19944,19818
06:10,20310,19944,19949
06:15,20310,19944,20016
06:20,20310,20168,20073
06:25,20310,20168,20158
06:30,20310,20168,20212
06:35,20310,20252,20294
06:40,20310,20252,20364
06:45,20310,20252,20383
06:50,20310,20287,20426
06:55,20310,20287,20445
07:00,20310,20287,20490
07:05,20683,20492,20597
07:10,20683,20492,20694
07:15,20683,20492,20710
07:20,20683,20608,20755
07:25,20683,20608,20766
07:30,20683,20608,20778
07:35,20683,20777,20827
07:40,20683,20777,20854
07:45,20683,20777,20893
07:50,20683,20883,20910
07:55,20683,20883,20999
08:00,20683,20883,21080
08:05,20777,21118,21123
08:10,20777,21118,21210
08:15,20777,21118,21206
08:20,20777,21217,21304
08:25,20777,21217,21274
08:30,20777,21217,21272
08:35,20777,21249,21309
08:40,20777,21249,21409
08:45,20777,21249,21443
08:50,20777,21309,21375
08:55,20777,21309,21465
09:00,20777,21309,21481
09:05,20665,21570,21501
09:10,20665,21570,21545
09:15,20665,21570,21591
09:20,20665,21617,21589
09:25,20665,21617,21565
09:30,20665,21617,21565
09:35,20665,21597,21460
09:40,20665,21597,21384
09:45,20665,21597,21397
09:50,20665,21515,21337
09:55,20665,21515,21236
10:00,20665,21515,21200
10:05,20302,21240,21190
10:10,20302,21240,21160
10:15,20302,21240,21112
10:20,20302,21145,21081
10:25,20302,21145,21010
10:30,20302,21145,20936
10:35,20302,20981,20945
10:40,20302,20981,20964
10:45,20302,20981,20911
10:50,20302,20775,20863
10:55,20302,20775,20711
11:00,20302,20775,20629
11:05,19918,20649,20785
11:10,19918,20649,20805
11:15,19918,20649,20564
11:20,19918,20579,20531
11:25,19918,20579,20491
11:30,19918,20579,20405
11:35,19918,20659,20309
11:40,19918,20659,20342
11:45,19918,20659,20383
11:50,19918,20391,20345
11:55,19918,20391,20252
12:00,19918,20391,20281
12:05,20071,20293,20243
12:10,20071,20293,20219
12:15,20071,20293,20166
12:20,20071,20273,20099
12:25,20071,20273,20104
12:30,20071,20273,20133
12:35,20071,20273,20056
12:40,20071,20273,19979
12:45,20071,20273,19961
12:50,20071,20272,19963
12:55,20071,20272,20029
13:00,20071,20272,20034
13:05,20331,20263,19957
13:10,20331,20263,19950
13:15,20331,20263,20002
13:20,20331,20304,20075
13:25,20331,20304,20121
13:30,20331,20304,20139
13:35,20331,20364,20111
13:40,20331,20364,20141
13:45,20331,20364,20155
13:50,20331,20459,20352
13:55,20331,20459,20339
14:00,20331,20459,20438
14:05,20814,20465,20432
14:10,20814,20465,20515
14:15,20814,20465,20585
14:20,20814,20548,20617
14:25,20814,20548,20754
14:30,20814,20548,20830
14:35,20814,20842,20820
14:40,20814,20842,20895
14:45,20814,20842,20985
14:50,20814,21090,21073
14:55,20814,21090,21062
15:00,20814,21090,21097
15:05,21519,21255,21119
15:10,21519,21255,21036
15:15,21519,21255,21161
15:20,21519,21523,21259
15:25,21519,21523,21315
15:30,21519,21523,21421
15:35,21519,21691,21478
15:40,21519,21691,21545
15:45,21519,21691,21669
15:50,21519,21955,21744
15:55,21519,21955,21828
16:00,21519,21955,21990
16:05,23182,22189,22118
16:10,23182,22189,22220
16:15,23182,22189,22341
16:20,23182,22678,22500
16:25,23182,22678,22674
16:30,23182,22678,22831
16:35,23182,23393,23045
16:40,23182,23393,23236
16:45,23182,23393,23493
16:50,23182,24367,23768
16:55,23182,24367,24080
17:00,23182,24367,24424
17:05,26059,25133,24818
17:10,26059,25133,25177
17:15,26059,25133,25417
17:20,26059,25791,25583
17:25,26059,25791,25786
17:30,26059,25791,25890
17:35,26059,26152,25981
17:40,26059,26152,26034
17:45,26059,26152,26092
17:50,26059,26226,26106
17:55,26059,26226,26146
18:00,26059,26226,26169
18:05,26474,26177,26192
18:10,26474,26177,26202
18:15,26474,26177,26225
18:20,26474,26162,26197
18:25,26474,26162,26179
18:30,26474,26162,26161
18:35,26474,26178,26135
18:40,26474,26178,26119
18:45,26474,26178,26110
18:50,26474,26084,26089
18:55,26474,26084,26097
19:00,26474,26084,26073
19:05,26171,26038,26039
19:10,26171,26038,25988
19:15,26171,26038,25980
19:20,26171,25987,25928
19:25,26171,25987,25912
19:30,26171,25987,25871
19:35,26171,25865,25841
19:40,26171,25865,25793
19:45,26171,25865,25738
19:50,26171,25653,25695
19:55,26171,25653,25668
20:00,26171,25653,25589
20:05,25554,25523,25551
20:10,25554,25523,25510
20:15,25554,25523,25474
20:20,25554,25389,25468
20:25,25554,25389,25408
20:30,25554,25389,25363
20:35,25554,25194,25320
20:40,25554,25194,25294
20:45,25554,25194,25289
20:50,25554,25049,25235
20:55,25554,25049,25192
21:00,25554,25049,25139
21:05,24515,24948,25045
21:10,24515,24948,24973
21:15,24515,24948,24901
21:20,24515,24691,24837
21:25,24515,24691,24756
21:30,24515,24691,24665
21:35,24515,24413,24551
21:40,24515,24413,24444
21:45,24515,24413,24323
21:50,24515,24100,24180
21:55,24515,24100,24094
22:00,24515,24100,23952
22:05,22832,23689,23812
22:10,22832,23689,23735
22:15,22832,23689,23627
22:20,22832,23335,23508
22:25,22832,23335,23405
22:30,22832,23335,23269
22:35,22832,22932,23120
22:40,22832,22932,22963
22:45,22832,22932,22835
22:50,22832,22540,22683
22:55,22832,22540,22542
23:00,22832,22540,22354
23:05,21403,22129,22189
23:10,21403,22129,22092
23:15,21403,22129,21949
23:20,21403,21797,21833
23:25,21403,21797,21698
23:30,21403,21797,21558
23:35,21403,21384,21446
23:40,21403,21384,21313
23:45,21403,21384,21224
23:50,21403,21043,21081
23:55,21403,21043,20949
00:00,21403,21043,
