Time,Day ahead forecast,Hour ahead forecast,Current demand
00:00,27084,25477,25460
00:05,24739,25260,25309
00:10,24739,25260,25174
00:15,24739,25260,25049
00:20,24739,24970,24952
00:25,24739,24970,24795
00:30,24739,24970,24667
00:35,24739,24540,24569
00:40,24739,24540,24480
00:45,24739,24540,24371
00:50,24739,24143,24237
00:55,24739,24143,24122
01:00,24739,24143,23992
01:05,23321,23804,23869
01:10,23321,23804,23778
01:15,23321,23804,23666
01:20,23321,23503,23572
01:25,23321,23503,23495
01:30,23321,23503,23411
01:35,23321,23285,23326
01:40,23321,23285,23233
01:45,23321,23285,23140
01:50,23321,23038,23063
01:55,23321,23038,22999
02:00,23321,23038,22885
02:05,22453,22819,22837
02:10,22453,22819,22817
02:15,22453,22819,22729
02:20,22453,22642,22642
02:25,22453,22642,22610
02:30,22453,22642,22558
02:35,22453,22509,22534
02:40,22453,22509,22527
02:45,22453,22509,22474
02:50,22453,22353,22417
02:55,22453,22353,22373
03:00,22453,22353,22332
03:05,22039,22318,22289
03:10,22039,22318,22295
03:15,22039,22318,22249
03:20,22039,22237,22246
03:25,22039,22237,22226
03:30,22039,22237,22223
03:35,22039,22211,22204
03:40,22039,22211,22193
03:45,22039,22211,22160
03:50,22039,22229,22170
03:55,22039,22229,22154
04:00,22039,22229,22166
04:05,22365,22363,22217
04:10,22365,22363,22309
04:15,22365,22363,22370
04:20,22365,22458,22345
04:25,22365,22458,22437
04:30,22365,22458,22462
04:35,22365,22561,22494
04:40,22365,22561,22508
04:45,22365,22561,22551
04:50,22365,22763,22616
04:55,22365,22763,22686
05:00,22365,22763,22776
05:05,23636,23181,22960
05:10,23636,23181,23253
05:15,23636,23181,23376
05:20,23636,23539,23439
05:25,23636,23539,23536
05:30,23636,23539,23665
05:35,23636,23954,23828
05:40,23636,23954,23958
05:45,23636,23954,24047
05:50,23636,24389,24191
05:55,23636,24389,24357
06:00,23636,24389,24607
06:05,25943,25340,24922
06:10,25943,25340,25254
06:15,25943,25340,25477
06:20,25943,25975,25675
06:25,25943,25975,25900
06:30,25943,25975,26020
06:35,25943,26209,26200
06:40,25943,26209,26344
06:45,25943,26209,26399
06:50,25943,26462,26497
06:55,25943,26462,26587
07:00,25943,26462,26677
07:05,27655,27024,26840
07:10,27655,27024,27042
07:15,27655,27024,27112
07:20,27655,27234,27279
07:25,27655,27234,27295
07:30,27655,27234,27308
07:35,27655,27283,27272
07:40,27655,27283,27295
07:45,27655,27283,27318
07:50,27655,27473,27358
07:55,27655,27473,27380
08:00,27655,27473,27370
08:05,28044,27576,27401
08:10,28044,27576,27518
08:15,28044,27576,27619
08:20,28044,27713,27609
08:25,28044,27713,27656
08:30,28044,27713,27658
08:35,28044,27743,27665
08:40,28044,27743,27711
08:45,28044,27743,27767
08:50,28044,27853,27812
08:55,28044,27853,27788
09:00,28044,27853,27846
09:05,28528,27980,27946
09:10,28528,27980,27988
09:15,28528,27980,27995
09:20,28528,28102,27985
09:25,28528,28102,28066
09:30,28528,28102,28043
09:35,28528,28177,28092
09:40,28528,28177,28146
09:45,28528,28177,28143
09:50,28528,28266,28134
09:55,28528,28266,28150
10:00,28528,28266,28252
10:05,29177,28347,28337
10:10,29177,28347,28404
10:15,29177,28347,28470
10:20,29177,28469,28467
10:25,29177,28469,28602
10:30,29177,28469,28610
10:35,29177,28702,28649
10:40,29177,28702,28659
10:45,29177,28702,28671
10:50,29177,28907,28759
10:55,29177,28907,28824
11:00,29177,28907,28816
11:05,29866,28968,28883
11:10,29866,28968,28895
11:15,29866,28968,28928
11:20,29866,29137,28939
11:25,29866,29137,28987
11:30,29866,29137,28989
11:35,29866,29163,28952
11:40,29866,29163,28980
11:45,29866,29163,28981
11:50,29866,29191,29052
11:55,29866,29191,29108
12:00,29866,29191,29121
12:05,30623,29152,29116
12:10,30623,29152,29192
12:15,30623,29152,29228
12:20,30623,29324,29266
12:25,30623,29324,29333
12:30,30623,29324,29352
12:35,30623,29578,29403
12:40,30623,29578,29514
12:45,30623,29578,29582
12:50,30623,29855,29639
12:55,30623,29855,29692
13:00,30623,29855,29830
13:05,31875,29982,29871
13:10,31875,29982,29981
13:15,31875,29982,30151
13:20,31875,30283,30298
13:25,31875,30283,30372
13:30,31875,30283,30475
13:35,31875,30649,30559
13:40,31875,30649,30779
13:45,31875,30649,30831
13:50,31875,30983,30925
13:55,31875,30983,30972
14:00,31875,30983,31050
14:05,33083,31207,31067
14:10,33083,31207,31129
14:15,33083,31207,31191
14:20,33083,31487,31223
14:25,33083,31487,31259
14:30,33083,31487,31381
14:35,33083,31647,31476
14:40,33083,31647,31675
14:45,33083,31647,31777
14:50,33083,31808,31865
14:55,33083,31808,32011
15:00,33083,31808,32066
15:05,34019,32248,32154
15:10,34019,32248,32190
15:15,34019,32248,32286
15:20,34019,32568,32357
15:25,34019,32568,32407
15:30,34019,32568,32525
15:35,34019,32846,32577
15:40,34019,32846,32665
15:45,34019,32846,32769
15:50,34019,32974,32906
15:55,34019,32974,32987
16:00,34019,32974,33090
