Date,Energy [MWh],Min load [MW],Max load [MW]
2018-12-01,53.1554385,1603.381,2736.071
2018-12-02,47.43346487499999,1508.397,2553.269
2018-12-03,54.35207524999999,1519.18,2991.731
2018-12-04,55.70717212499999,1655.376,3075.322
2018-12-05,57.315266875,1830.115,3074.472
2018-12-06,51.940172,1543.433,2794.471
2018-12-07,56.561648000000005,1681.823,3041.658
2018-12-08,48.148484125,1573.914,2555.023
2018-12-09,48.15958462500001,1467.254,2584.142
2018-12-10,50.61275712500001,1443.426,2831.167
2018-12-11,52.770305875,1489.452,2898.305
2018-12-12,59.664588,1586.085,3259.399
2018-12-13,53.95483325,1619.516,2897.126
2018-12-14,52.95112725,1541.216,2847.015
2018-12-15,53.797925625,1603.2,2886.552
2018-12-16,48.76072637499998,1526.853,2629.911
2018-12-17,53.81769425000001,1488.029,3018.983
2018-12-18,57.124093125,1610.863,3141.136
2018-12-19,58.27305187499999,1719.185,3176.146
2018-12-20,53.996704249999986,1645.208,2875.846
2018-12-21,52.343488875,1569.594,2852.57
2018-12-22,51.98437824999999,1620.626,2830.245
2018-12-23,49.09718487499999,1536.958,2640.883
2018-12-24,50.18062137499999,1550.231,2835.044
2018-12-25,46.716188625,1572.056,2388.637
2018-12-26,46.375364999999995,1487.368,2544.787
2018-12-27,52.088183750000006,1480.941,2884.51
2018-12-28,52.88558749999999,1573.798,2877.367
2018-12-29,50.94073087499999,1554.685,2850.119
2018-12-30,51.092786625,1567.233,2826.529
2018-12-31,51.57713787499999,1490.215,2939.519
