Date,Energy [MWh],Min load [MW],Max load [MW]
2018-11-01,43.798143375,1437.061,2249.296
2018-11-02,46.405545875,1334.302,2539.344
2018-11-03,46.687424375,1476.991,2510.367
2018-11-04,41.860406,1381.266,2187.315
2018-11-05,46.533089125,1377.452,2545.508
2018-11-06,48.61862937499999,1484.486,2616.168
2018-11-07,49.71827924999999,1561.445,2662.454
2018-11-08,51.583421624999986,1550.848,2791.537
2018-11-09,52.28272062499999,1551.526,2847.408
2018-11-10,48.16203412499999,1494.455,2556.279
2018-11-11,42.9519505,1400.567,2246.888
2018-11-12,48.400589499999995,1365.192,2680.039
2018-11-13,52.07404075000001,1601.08,2747.039
2018-11-14,50.910326874999996,1507.154,2848.031
2018-11-15,49.172879375,1536.979,2640.815
2018-11-16,50.00751249999999,1509.84,2720.982
2018-11-17,47.64230162500001,1494.178,2582.404
2018-11-18,44.042620625,1451.095,2319.085
2018-11-19,48.95476349999999,1434.029,2769.759
2018-11-20,50.96232500000001,1535.064,2760.007
2018-11-21,50.425595375,1511.536,2806.387
2018-11-22,49.598597375,1529.518,2774.406
2018-11-23,49.512053125,1521.275,2730.101
2018-11-24,46.395785125,1477.08,2453.577
2018-11-25,42.395376875000004,1375.598,2197.99
2018-11-26,46.473710000000004,1384.398,2520.435
2018-11-27,50.857182625,1459.818,2856.061
2018-11-28,50.90939025000001,1508.309,2691.074
2018-11-29,51.653855125,1511.147,2767.813
2018-11-30,54.748039,1605.566,2975.66
