Date,Energy [MWh],Min load [MW],Max load [MW]
2018-09-01,57.080164624999995,1919.243,3029.934
2018-09-02,52.129122249999995,1808.959,2780.78
2018-09-03,60.061847375000006,1947.948,3188.167
2018-09-04,59.6670055,1945.925,3166.825
2018-09-05,60.31037625000001,1927.749,3267.459
2018-09-06,61.011023875,1933.756,3311.016
2018-09-07,63.372601875,2069.569,3405.272
2018-09-08,58.373996375000004,2028.525,3086.202
2018-09-09,50.197723749999994,1754.422,2585.142
2018-09-10,53.484071125,1706.6,2838.199
2018-09-11,57.55673075,1771.847,3170.862
2018-09-12,58.03039462499999,1856.797,3172.473
2018-09-13,57.364925875,1927.599,3101.298
2018-09-14,57.842412125,1907.735,3042.663
2018-09-15,53.17672075,1778.805,2972.546
2018-09-16,49.82233662500001,1719.308,2588.615
2018-09-17,57.729921875,1773.713,3142.926
2018-09-18,58.096700999999996,1855.846,3075.835
2018-09-19,55.963655625,1801.465,2915.203
2018-09-20,55.090652999999996,1769.48,2958.559
2018-09-21,55.423401250000005,1867.55,2907.501
2018-09-22,52.80765825,1745.097,2971.938
2018-09-23,49.62366737499999,1751.18,2646.857
2018-09-24,54.59946175,1736.724,2906.398
2018-09-25,55.422613250000005,1729.512,2896.915
2018-09-26,53.714513625,1824.048,2705.21
2018-09-27,50.14489325,1666.248,2681.203
2018-09-28,51.018730749999996,1616.765,2813.371
2018-09-29,49.894038125,1652.574,2705.023
2018-09-30,47.024109375,1649.862,2443.423
