Date,Total Load [MW],Forecast Total load [MW],Bidding zone
2019-02-01 00:00:00,741.416,765.08,Sardinia
2019-02-01 00:15:00,867.973,919.163,Sardinia
2019-02-01 00:30:00,862.296,906.456,Sardinia
2019-02-01 00:45:00,832.82,876.819,Sardinia
2019-02-01 01:00:00,810.338,856.707,Sardinia
2019-02-01 01:15:00,801.11,844.76,Sardinia
2019-02-01 01:30:00,783.844,825.708,Sardinia
2019-02-01 01:45:00,779.693,818.953,Sardinia
2019-02-01 02:00:00,771.533,808.389,Sardinia
2019-02-01 02:15:00,770.739,804.532,Sardinia
2019-02-01 02:30:00,763.652,794.578,Sardinia
2019-02-01 02:45:00,766.434,792.327,Sardinia
2019-02-01 03:00:00,756.115,782.067,Sardinia
2019-02-01 03:15:00,751.634,778.962,Sardinia
2019-02-01 03:30:00,751.178,778.226,Sardinia
2019-02-01 03:45:00,763.112,784.137,Sardinia
2019-02-01 04:00:00,754.693,774.342,Sardinia
2019-02-01 04:15:00,755.272,773.947,Sardinia
2019-02-01 04:30:00,764.033,774.368,Sardinia
2019-02-01 04:45:00,759.035,768.279,Sardinia
2019-02-01 05:00:00,780.734,779.77,Sardinia
2019-02-01 05:15:00,796.475,795.162,Sardinia
2019-02-01 05:30:00,816.814,810.504,Sardinia
2019-02-01 05:45:00,832.045,830.724,Sardinia
2019-02-01 06:00:00,866.592,865.267,Sardinia
2019-02-01 06:15:00,879.343,878.055,Sardinia
2019-02-01 06:30:00,908.198,906.929,Sardinia
2019-02-01 06:45:00,963.992,962.71,Sardinia
2019-02-01 07:00:00,1013.43,1012.148,Sardinia
2019-02-01 07:15:00,1054.766,1053.493,Sardinia
2019-02-01 07:30:00,1102.476,1101.199,Sardinia
2019-02-01 07:45:00,1152.698,1151.408,Sardinia
2019-02-01 08:00:00,1187.797,1186.505,Sardinia
2019-02-01 08:15:00,1187.552,1186.291,Sardinia
2019-02-01 08:30:00,1199.339,1198.094,Sardinia
