Date,Total Load [MW],Forecast Total load [MW],Bidding zone
2018-10-01 00:00:00,13701.662,13693.881,North
2018-10-01 00:15:00,13392.081,13455.763,North
2018-10-01 00:30:00,13330.253,13291.098,North
2018-10-01 00:45:00,13129.137,13248.23,North
2018-10-01 01:00:00,13015.09,13024.533,North
2018-10-01 01:15:00,13017.272,12919.291,North
2018-10-01 01:30:00,12993.423,12859.197,North
2018-10-01 01:45:00,12831.378,12731.005,North
2018-10-01 02:00:00,12884.044,12614.099,North
2018-10-01 02:15:00,12818.455,12591.168,North
2018-10-01 02:30:00,12660.564,12482.411,North
2018-10-01 02:45:00,12761.365,12439.677,North
2018-10-01 03:00:00,12847.838,12522.515,North
2018-10-01 03:15:00,12703.334,12531.275,North
2018-10-01 03:30:00,12793.261,12498.505,North
2018-10-01 03:45:00,12862.191,12661.397,North
2018-10-01 04:00:00,12827.637,12685.125,North
2018-10-01 04:15:00,12933.656,12734.281,North
2018-10-01 04:30:00,13160.425,12943.964,North
2018-10-01 04:45:00,13331.824,13132.074,North
2018-10-01 05:00:00,13677.125,13370.815,North
2018-10-01 05:15:00,13932.04,13614.644,North
2018-10-01 05:30:00,14403.182,14160.484,North
2018-10-01 05:45:00,15168.528,14923.9,North
2018-10-01 06:00:00,16085.855,15839.227,North
2018-10-01 06:15:00,17314.203,17062.467,North
2018-10-01 06:30:00,18386.055,18132.314,North
2018-10-01 06:45:00,19408.243,19153.141,North
2018-10-01 07:00:00,20573.87,20315.362,North
2018-10-01 07:15:00,21413.381,21155.236,North
2018-10-01 07:30:00,22367.856,22108.209,North
2018-10-01 07:45:00,22788.671,22790.402,North
2018-10-01 08:00:00,23488.151,23489.881,North
2018-10-01 08:15:00,24285.37,24287.112,North
2018-10-01 08:30:00,24944.918,24982.281,North
2018-10-01 08:45:00,25328.045,25478.883,North
2018-10-01 09:00:00,25227.262,25663.507,North
2018-10-01 09:15:00,25537.222,25961.163,North
2018-10-01 09:30:00,25459.626,25872.819,North
2018-10-01 09:45:00,26009.855,26062.268,North
2018-10-01 10:00:00,25652.549,25885.284,North
2018-10-01 10:15:00,25575.901,25685.798,North
2018-10-01 10:30:00,25579.934,25757.399,North
2018-10-01 10:45:00,25757.238,25950.809,North
2018-10-01 11:00:00,25736.63,25870.471,North
2018-10-01 11:15:00,26005.04,25803.234,North
2018-10-01 11:30:00,25808.857,25750.433,North
2018-10-01 11:45:00,25338.427,25467.791,North
