Date,Total Load [MW],Forecast Total load [MW],Bidding zone
2019-04-01 00:00:00,2633.83,2626.101,Centre-Nord
2019-04-01 00:15:00,2366.058,2371.201,Centre-Nord
2019-04-01 00:30:00,2252.006,2250.197,Centre-Nord
2019-04-01 00:45:00,2261.211,2251.707,Centre-Nord
2019-04-01 01:00:00,2179.735,2171.393,Centre-Nord
2019-04-01 01:15:00,2271.912,2254.566,Centre-Nord
2019-04-01 01:30:00,2187.343,2162.971,Centre-Nord
2019-04-01 01:45:00,2266.785,2232.811,Centre-Nord
2019-04-01 02:00:00,2227.8,2182.69,Centre-Nord
2019-04-01 02:15:00,2138.324,2083.799,Centre-Nord
2019-04-01 02:30:00,2033.238,1990.56,Centre-Nord
2019-04-01 02:45:00,2076.96,2043.156,Centre-Nord
2019-04-01 03:00:00,2130.113,2069.725,Centre-Nord
2019-04-01 03:15:00,2181.994,2127.324,Centre-Nord
2019-04-01 03:30:00,2185.969,2141.951,Centre-Nord
2019-04-01 03:45:00,2283.612,2232.377,Centre-Nord
2019-04-01 04:00:00,2300.832,2231.638,Centre-Nord
2019-04-01 04:15:00,2393.39,2327.135,Centre-Nord
2019-04-01 04:30:00,2379.604,2300.712,Centre-Nord
2019-04-01 04:45:00,2427.652,2326.632,Centre-Nord
2019-04-01 05:00:00,2529.305,2405.557,Centre-Nord
2019-04-01 05:15:00,2627.665,2525.804,Centre-Nord
2019-04-01 05:30:00,2728.367,2614.959,Centre-Nord
2019-04-01 05:45:00,2710.592,2603.267,Centre-Nord
2019-04-01 06:00:00,2612.414,2514.584,Centre-Nord
2019-04-01 06:15:00,2908.669,2805.794,Centre-Nord
2019-04-01 06:30:00,2881.396,2784.829,Centre-Nord
2019-04-01 06:45:00,3197.546,3095.384,Centre-Nord
2019-04-01 07:00:00,3362.734,3259.777,Centre-Nord
2019-04-01 07:15:00,3568.462,3463.392,Centre-Nord
2019-04-01 07:30:00,3638.408,3535.151,Centre-Nord
2019-04-01 07:45:00,4227.142,4111.332,Centre-Nord
2019-04-01 08:00:00,4277.849,4164.379,Centre-Nord
2019-04-01 08:15:00,4519.06,4402.477,Centre-Nord
2019-04-01 08:30:00,4655.398,4537.885,Centre-Nord
2019-04-01 08:45:00,4319.385,4199.663,Centre-Nord
2019-04-01 09:00:00,4389.47,4270.664,Centre-Nord
2019-04-01 09:15:00,4467.613,4342.586,Centre-Nord
2019-04-01 09:30:00,4449.772,4359.353,Centre-Nord
2019-04-01 09:45:00,4483.703,4421.139,Centre-Nord
2019-04-01 10:00:00,4435.788,4375.211,Centre-Nord
2019-04-01 10:15:00,4513.459,4447.1,Centre-Nord
2019-04-01 10:30:00,4448.736,4409.197,Centre-Nord
2019-04-01 10:45:00,4558.005,4498.989,Centre-Nord
2019-04-01 11:00:00,4624.957,4550.317,Centre-Nord
2019-04-01 11:15:00,4526.045,4469.635,Centre-Nord
2019-04-01 11:30:00,4498.702,4422.984,Centre-Nord
2019-04-01 11:45:00,4398.542,4335.731,Centre-Nord
2019-04-01 12:00:00,4294.438,4232.822,Centre-Nord
2019-04-01 12:15:00,4298.485,4236.488,Centre-Nord
2019-04-01 12:30:00,4186.77,4126.018,Centre-Nord
2019-04-01 12:45:00,4150.897,4090.243,Centre-Nord
2019-04-01 13:00:00,4197.427,4135.679,Centre-Nord
2019-04-01 13:15:00,4289.282,4225.867,Centre-Nord
2019-04-01 13:30:00,4331.997,4342.804,Centre-Nord
2019-04-01 13:45:00,4402.766,4400.229,Centre-Nord
2019-04-01 14:00:00,4325.667,4318.883,Centre-Nord
2019-04-01 14:15:00,4492.355,4507.315,Centre-Nord
2019-04-01 14:30:00,4409.55,4445.464,Centre-Nord
2019-04-01 14:45:00,4344.461,4370.858,Centre-Nord
2019-04-01 15:00:00,4586.425,4625.667,Centre-Nord
2019-04-01 15:15:00,4593.562,4631.254,Centre-Nord
2019-04-01 15:30:00,4635.899,4678.337,Centre-Nord
2019-04-01 15:45:00,4792.222,4860.97,Centre-Nord
2019-04-01 16:00:00,4448.329,4502.413,Centre-Nord
2019-04-01 16:15:00,4396.763,4412.58,Centre-Nord
2019-04-01 16:30:00,4386.755,4380.602,Centre-Nord
2019-04-01 16:45:00,4486.744,4484.297,Centre-Nord
2019-04-01 17:00:00,4671.081,4664.896,Centre-Nord
2019-04-01 17:15:00,5024.818,4979.826,Centre-Nord
2019-04-01 17:30:00,4848.311,4873.854,Centre-Nord
2019-04-01 17:45:00,4660.429,4667.118,Centre-Nord
2019-04-01 18:00:00,4497.259,4494.719,Centre-Nord
2019-04-01 18:15:00,4370.6,4361.736,Centre-Nord
