Date,Total Load [MW],Forecast Total load [MW],Bidding zone
2018-10-01 00:00:00,2870.543,2868.912,Centre-Nord
2018-10-01 00:15:00,2779.597,2792.815,Centre-Nord
2018-10-01 00:30:00,2731.633,2723.609,Centre-Nord
2018-10-01 00:45:00,2656.749,2680.848,Centre-Nord
2018-10-01 01:00:00,2659.479,2661.408,Centre-Nord
2018-10-01 01:15:00,2674.341,2654.212,Centre-Nord
2018-10-01 01:30:00,2650.059,2622.683,Centre-Nord
2018-10-01 01:45:00,2618.517,2598.034,Centre-Nord
2018-10-01 02:00:00,2594.05,2539.7,Centre-Nord
2018-10-01 02:15:00,2591.715,2545.76,Centre-Nord
2018-10-01 02:30:00,2575.605,2539.362,Centre-Nord
2018-10-01 02:45:00,2553.299,2488.935,Centre-Nord
2018-10-01 03:00:00,2526.068,2462.105,Centre-Nord
2018-10-01 03:15:00,2518.794,2484.678,Centre-Nord
2018-10-01 03:30:00,2566.141,2507.017,Centre-Nord
2018-10-01 03:45:00,2516.038,2476.759,Centre-Nord
2018-10-01 04:00:00,2540.866,2512.638,Centre-Nord
2018-10-01 04:15:00,2582.531,2542.721,Centre-Nord
2018-10-01 04:30:00,2601.264,2558.479,Centre-Nord
2018-10-01 04:45:00,2621.541,2582.262,Centre-Nord
2018-10-01 05:00:00,2666.557,2606.838,Centre-Nord
2018-10-01 05:15:00,2808.753,2744.764,Centre-Nord
2018-10-01 05:30:00,2906.072,2857.103,Centre-Nord
2018-10-01 05:45:00,3004.451,2955.997,Centre-Nord
2018-10-01 06:00:00,3150.212,3101.913,Centre-Nord
2018-10-01 06:15:00,3250.12,3202.866,Centre-Nord
2018-10-01 06:30:00,3389.293,3342.518,Centre-Nord
2018-10-01 06:45:00,3565.179,3518.318,Centre-Nord
2018-10-01 07:00:00,3742.491,3695.467,Centre-Nord
2018-10-01 07:15:00,3955.668,3907.982,Centre-Nord
2018-10-01 07:30:00,4036.129,3989.278,Centre-Nord
2018-10-01 07:45:00,4188.153,4188.471,Centre-Nord
2018-10-01 08:00:00,4343.976,4344.296,Centre-Nord
2018-10-01 08:15:00,4546.232,4546.558,Centre-Nord
2018-10-01 08:30:00,4654.811,4661.783,Centre-Nord
2018-10-01 08:45:00,4831.088,4859.859,Centre-Nord
2018-10-01 09:00:00,4941.265,5026.713,Centre-Nord
2018-10-01 09:15:00,4883.188,4964.253,Centre-Nord
2018-10-01 09:30:00,5051.393,5133.374,Centre-Nord
2018-10-01 09:45:00,5109.131,5119.427,Centre-Nord
2018-10-01 10:00:00,5094.006,5140.222,Centre-Nord
2018-10-01 10:15:00,5052.166,5073.875,Centre-Nord
2018-10-01 10:30:00,4886.17,4920.069,Centre-Nord
