Date,Total Load [MW],Forecast Total load [MW],Bidding zone
2018-10-01 00:00:00,4134.439,4132.091,Centre-South
2018-10-01 00:15:00,4062.511,4081.829,Centre-South
2018-10-01 00:30:00,4049.42,4037.525,Centre-South
2018-10-01 00:45:00,3897.52,3932.874,Centre-South
2018-10-01 01:00:00,3925.261,3928.109,Centre-South
2018-10-01 01:15:00,3860.109,3831.054,Centre-South
2018-10-01 01:30:00,3758.002,3719.18,Centre-South
2018-10-01 01:45:00,3700.273,3671.327,Centre-South
2018-10-01 02:00:00,3694.723,3617.311,Centre-South
2018-10-01 02:15:00,3625.961,3561.668,Centre-South
2018-10-01 02:30:00,3568.307,3518.096,Centre-South
2018-10-01 02:45:00,3633.722,3542.123,Centre-South
2018-10-01 03:00:00,3573.063,3482.589,Centre-South
2018-10-01 03:15:00,3555.175,3507.022,Centre-South
2018-10-01 03:30:00,3600.836,3517.873,Centre-South
2018-10-01 03:45:00,3546.781,3491.411,Centre-South
2018-10-01 04:00:00,3548.733,3509.307,Centre-South
2018-10-01 04:15:00,3609.598,3553.955,Centre-South
2018-10-01 04:30:00,3616.26,3556.78,Centre-South
2018-10-01 04:45:00,3623.473,3569.183,Centre-South
2018-10-01 05:00:00,3733.457,3649.844,Centre-South
2018-10-01 05:15:00,3788.408,3702.101,Centre-South
2018-10-01 05:30:00,3868.893,3803.701,Centre-South
2018-10-01 05:45:00,4008.411,3943.766,Centre-South
2018-10-01 06:00:00,4216.972,4152.318,Centre-South
2018-10-01 06:15:00,4408.371,4344.276,Centre-South
2018-10-01 06:30:00,4577.623,4514.449,Centre-South
2018-10-01 06:45:00,4781.384,4718.538,Centre-South
2018-10-01 07:00:00,4915.019,4853.262,Centre-South
2018-10-01 07:15:00,5179.561,5117.12,Centre-South
2018-10-01 07:30:00,5335.452,5273.518,Centre-South
2018-10-01 07:45:00,5463.595,5464.01,Centre-South
2018-10-01 08:00:00,5667.536,5667.954,Centre-South
2018-10-01 08:15:00,5789.759,5790.174,Centre-South
2018-10-01 08:30:00,5804.182,5812.876,Centre-South
2018-10-01 08:45:00,5921.674,5956.94,Centre-South
2018-10-01 09:00:00,6058.887,6163.661,Centre-South
2018-10-01 09:15:00,6064.66,6165.339,Centre-South
2018-10-01 09:30:00,6281.661,6383.608,Centre-South
2018-10-01 09:45:00,6398.327,6411.22,Centre-South
2018-10-01 10:00:00,6404.735,6462.842,Centre-South
2018-10-01 10:15:00,6593.406,6621.737,Centre-South
2018-10-01 10:30:00,6501.493,6546.598,Centre-South
2018-10-01 10:45:00,6364.28,6412.109,Centre-South
2018-10-01 11:00:00,6430.94,6464.384,Centre-South
2018-10-01 11:15:00,6641.483,6589.943,Centre-South
2018-10-01 11:30:00,6520.041,6505.281,Centre-South
2018-10-01 11:45:00,6347.63,6380.038,Centre-South
2018-10-01 12:00:00,6417.615,6450.767,Centre-South
2018-10-01 12:15:00,6515.038,6462.157,Centre-South
2018-10-01 12:30:00,6664.916,6521.063,Centre-South
2018-10-01 12:45:00,6841.897,6780.27,Centre-South
2018-10-01 13:00:00,6836.667,6699.843,Centre-South
2018-10-01 13:15:00,6604.498,6492.451,Centre-South
2018-10-01 13:30:00,6627.507,6514.256,Centre-South
2018-10-01 13:45:00,6577.579,6465.582,Centre-South
2018-10-01 14:00:00,6677.89,6565.316,Centre-South
2018-10-01 14:15:00,6760.772,6648.002,Centre-South
2018-10-01 14:30:00,6791.231,6679.023,Centre-South
2018-10-01 14:45:00,6876.561,6720.492,Centre-South
2018-10-01 15:00:00,6816.892,6670.201,Centre-South
2018-10-01 15:15:00,6833.846,6709.318,Centre-South
2018-10-01 15:30:00,6878.129,6748.872,Centre-South
2018-10-01 15:45:00,6893.195,6804.604,Centre-South
2018-10-01 16:00:00,6810.381,6779.153,Centre-South
2018-10-01 16:15:00,6798.186,6759.884,Centre-South
2018-10-01 16:30:00,6735.288,6679.175,Centre-South
2018-10-01 16:45:00,6640.281,6616.193,Centre-South
2018-10-01 17:00:00,6488.127,6536.88,Centre-South
2018-10-01 17:15:00,6437.43,6484.359,Centre-South
2018-10-01 17:30:00,6301.431,6409.861,Centre-South
2018-10-01 17:45:00,6274.041,6384.621,Centre-South
2018-10-01 18:00:00,6104.543,6267.269,Centre-South
2018-10-01 18:15:00,6075.757,6209.513,Centre-South
2018-10-01 18:30:00,6106.133,6211.907,Centre-South
2018-10-01 18:45:00,6249.794,6291.103,Centre-South
2018-10-01 19:00:00,6452.009,6462.582,Centre-South
2018-10-01 19:15:00,6688.577,6688.877,Centre-South
2018-10-01 19:30:00,6710.157,6782.281,Centre-South
2018-10-01 19:45:00,6729.862,6833.694,Centre-South
2018-10-01 20:00:00,6616.655,6781.505,Centre-South
2018-10-01 20:15:00,6492.033,6724.15,Centre-South
2018-10-01 20:30:00,6361.603,6612.917,Centre-South
2018-10-01 20:45:00,6293.921,6543.601,Centre-South
2018-10-01 21:00:00,6081.552,6368.752,Centre-South
