Date,Energy [MWh],Min load [MW],Max load [MW]
2018-10-01,229.65405600000005,6062.8189999999995,12284.961
2018-10-02,230.09064625,6577.378000000001,11864.809000000001
2018-10-03,232.02707575,6732.925,11997.039
2018-10-04,227.608880625,6817.773,11654.967
2018-10-05,222.48178062500003,6552.3279999999995,11381.016
2018-10-06,193.76496762500003,6193.0740000000005,9952.131
2018-10-07,177.87614862500007,5674.009,9108.427
2018-10-08,224.91332599999996,5708.014,11795.488000000001
2018-10-09,235.60826325000002,6751.532999999999,12045.463
2018-10-10,232.47735874999998,6808.405000000001,11910.497
2018-10-11,228.81310499999998,6749.122,11864.473
2018-10-12,230.339196,6827.83,11801.53
2018-10-13,195.39617150000004,6438.692,9902.756000000001
2018-10-14,171.84475925,5603.657999999999,9080.76
2018-10-15,226.90548499999997,5636.148999999999,12132.01
2018-10-16,230.74100975,6677.219,11897.108
2018-10-17,231.168420375,6682.262000000001,12041.508
2018-10-18,234.76379537500006,6688.602,12209.975
2018-10-19,230.910496125,6751.779,11833.472
2018-10-20,196.36892525,6518.749,10111.954
2018-10-21,170.88276237500003,5525.995,8796.916000000001
2018-10-22,214.95480799999999,5549.102999999999,11406.193
2018-10-23,223.13260850000003,6401.114,11707.146
2018-10-24,223.04359474999995,6372.554,11588.626
2018-10-25,227.09039950000002,6507.205,11704.233
2018-10-26,223.9970255,6580.855,11535.936000000002
2018-10-27,195.39286787499998,6275.903,10153.841
2018-10-28,178.31411675,5881.854,9145.029999999999
2018-10-29,216.965447375,5877.32,11346.530999999999
2018-10-30,214.042769875,6255.664000000001,11252.272
2018-10-31,217.83638712500004,6189.441000000001,11448.166000000001
