Date,Energy [MWh],Min load [MW],Max load [MW]
2019-06-01,187.526606125,5814.2029999999995,9397.962
2019-06-02,163.508290625,5181.9439999999995,8164.44
2019-06-03,206.57267962499995,5166.272999999999,10936.79
2019-06-04,217.60219625000002,6197.308999999999,11151.685
2019-06-05,219.54075012500002,6275.687,11408.006000000001
2019-06-06,221.534063625,6468.369000000001,11498.839
2019-06-07,227.601500375,6608.371999999999,11805.848
2019-06-08,198.616948875,6324.996,9881.833
2019-06-09,177.81501899999998,5492.9439999999995,9258.597
2019-06-10,232.29057399999996,6107.6900000000005,12266.265
2019-06-11,245.95735312500005,7026.5869999999995,12942.95
2019-06-12,246.996907375,7185.0689999999995,12898.113000000001
2019-06-13,249.70040037499996,7095.862999999999,12952.824
2019-06-14,254.40789537499998,7384.656,13187.545
2019-06-15,225.46560475,7213.296,11051.256000000001
2019-06-16,188.99439962499997,5920.210999999999,9288.961
2019-06-17,241.8489765,6234.451999999999,13216.104
2019-06-18,256.4373305,7452.493,13375.948
2019-06-19,254.106357125,7293.0070000000005,13413.218
2019-06-20,255.18074662500004,7341.151,13301.04
2019-06-21,253.195388375,7352.852,13389.639
2019-06-22,222.45235237499992,7164.145,10795.874
2019-06-23,196.54822325,6308.816,9470.439
2019-06-24,247.738153125,6426.028,13345.559000000001
2019-06-25,266.28149737499996,7562.243,13994.573
2019-06-26,275.97580637500005,7688.964,14651.418000000001
2019-06-27,280.6886388749999,7890.836,14822.529
2019-06-28,283.49783662499993,8137.211,14825.803
2019-06-29,240.3633745,7837.841,11580.23
2019-06-30,207.831853875,6497.435,10273.597000000002
