Date,Energy [MWh],Min load [MW],Max load [MW]
2019-01-01,304.0564285,10089.464,16648.862
2019-01-02,412.6663885,10622.332,22398.653
2019-01-03,434.0709595,11845.5,23042.966
2019-01-04,448.60975549999995,12863.112,23613.375
2019-01-05,375.02018275,12096.639,19900.132
2019-01-06,360.73266637500006,11735.567,19333.195
2019-01-07,505.61742175000006,11729.907,27972.032
2019-01-08,549.5205090000001,14817.838,29417.06
2019-01-09,551.5548937499999,15100.301,29375.845
2019-01-10,555.37178275,15322.105,29850.74
2019-01-11,550.4953705,15487.22,29419.487
2019-01-12,441.95688475000003,15102.428,22782.283
2019-01-13,388.9359445000001,13034.229,20436.037
2019-01-14,530.209013875,12726.967,28997.221
2019-01-15,559.2751197499999,15541.082,29626.1
2019-01-16,565.3556366249999,15826.335,29826.087
2019-01-17,565.566017125,15813.283,29921.054
2019-01-18,554.7664947500001,15539.49,29179.113
2019-01-19,454.08608774999993,15446.149,23312.369
2019-01-20,388.74419925,13429.093,20716.766
2019-01-21,546.0348977500001,13724.157,29316.151
2019-01-22,566.7071356250001,16078.386,30136.216
2019-01-23,582.5218635,16012.79,30826.856
2019-01-24,580.5899408750001,16119.478,30619.846
2019-01-25,570.762496,16251.836,30541.976
2019-01-26,451.04927949999995,15219.349,23789.943
2019-01-27,393.521694625,13061.285,20588.636
2019-01-28,542.1112532500001,12859.251,29599.023
2019-01-29,575.4673587500001,16150.942,30601.105
2019-01-30,581.832209875,16055.562,30928.279
2019-01-31,583.391849625,16133.906,31181.504
