Date,Energy [MWh],Min load [MW],Max load [MW]
2019-05-01,311.67005100000006,10664.463,15446.865
2019-05-02,470.72269387499995,10798.05,25581.322
2019-05-03,489.041349625,14331.904,25495.05
2019-05-04,399.69164687500006,13707.445,20524.741
2019-05-05,332.40098287499995,11142.12,17052.299
2019-05-06,474.7866342500001,12031.129,25543.269
2019-05-07,507.894478375,14759.176,26593.064
2019-05-08,519.9528973749999,15479.442,27063.906
2019-05-09,514.7604537500001,14943.359,27197.875
2019-05-10,502.97656062500005,14861.204,26368.668
2019-05-11,386.4849975000001,13709.861,19998.0
2019-05-12,319.7863077500001,11155.914,16351.502
2019-05-13,472.955776625,11797.994,25346.335
2019-05-14,494.760515375,14317.518,25576.343
2019-05-15,497.883378375,14211.864,26375.28
2019-05-16,498.44438637499997,14823.303,26071.935
2019-05-17,495.71812662499997,15104.216,25948.095
2019-05-18,380.93444949999997,13283.408,20125.034
2019-05-19,312.74486724999997,10784.784,15991.525
2019-05-20,470.059891125,11348.812,25766.693
2019-05-21,509.54987962499996,14712.273,26811.413
2019-05-22,511.53921687499997,15147.117,26854.81
2019-05-23,500.9643422500001,14717.185,26291.559
2019-05-24,499.54543649999994,14572.119,25969.596
2019-05-25,383.88008687499996,13284.211,19863.275
2019-05-26,311.7191903749999,10927.22,16107.717
2019-05-27,470.184764625,11652.882,24889.604
2019-05-28,517.6352523749999,14981.896,27090.897
2019-05-29,509.37770424999997,14617.955,26850.537
2019-05-30,508.373992375,14948.717,26782.922
2019-05-31,494.288706,14733.099,26212.456
