Date,Energy [MWh],Min load [MW],Max load [MW]
2018-10-01,497.875136,12660.564,26009.855
2018-10-02,520.093865,14848.64,27234.705
2018-10-03,520.629602125,15272.767,27220.03
2018-10-04,521.3673603750001,15417.399,26854.072
2018-10-05,510.07830425,14750.767,26641.547
2018-10-06,397.08170712500004,14073.989,20204.868
2018-10-07,342.35685724999996,11589.079,18562.551
2018-10-08,490.56513625,12012.691,25892.579
2018-10-09,529.315219625,15244.863,27015.484
2018-10-10,534.801957,15608.118,27501.339
2018-10-11,532.9125102500001,15735.563,27883.462
2018-10-12,518.4413057500001,15491.153,26459.283
2018-10-13,410.169282625,14456.095,20406.571
2018-10-14,346.695499875,12078.596,18661.265
2018-10-15,507.87031562500005,12223.131,27262.925
2018-10-16,537.9263825,15466.989,27525.152
2018-10-17,536.1454705000002,15424.108,27664.399
2018-10-18,534.5148443749999,15571.528,27578.888
2018-10-19,531.0810346249999,15459.593,27580.011
2018-10-20,415.86914662500004,14408.645,20832.884
2018-10-21,350.19963225,12177.157,18812.899
2018-10-22,497.17719825,12132.655,26589.4
2018-10-23,535.490421125,15018.266,27724.92
2018-10-24,534.8705441250002,15601.304,27694.515
2018-10-25,534.27931825,15018.539,27603.729
2018-10-26,529.2378978749999,15136.49,28002.028
2018-10-27,429.26007625,15058.339,21623.072
2018-10-28,372.1573266250001,12441.527,19387.134
2018-10-29,508.40122625,12382.463,27491.871
2018-10-30,519.73192125,14990.732,27793.819
2018-10-31,518.67223775,14709.54,27377.403
