Date,Total Load [MW],Forecast Total load [MW],Bidding zone
2019-06-01 00:00:00,2904.164,2929.183,South
2019-06-01 00:15:00,2762.128,2850.842,South
2019-06-01 00:30:00,2752.132,2820.897,South
2019-06-01 00:45:00,2675.502,2733.953,South
2019-06-01 01:00:00,2635.261,2699.427,South
2019-06-01 01:15:00,2609.664,2664.743,South
2019-06-01 01:30:00,2646.067,2674.297,South
2019-06-01 01:45:00,2529.233,2570.169,South
2019-06-01 02:00:00,2572.359,2591.993,South
2019-06-01 02:15:00,2527.917,2531.166,South
2019-06-01 02:30:00,2443.856,2471.054,South
2019-06-01 02:45:00,2402.455,2415.876,South
2019-06-01 03:00:00,2462.863,2462.568,South
2019-06-01 03:15:00,2405.455,2409.631,South
2019-06-01 03:30:00,2466.717,2455.27,South
2019-06-01 03:45:00,2404.795,2407.048,South
2019-06-01 04:00:00,2480.126,2464.528,South
2019-06-01 04:15:00,2444.23,2435.952,South
2019-06-01 04:30:00,2456.862,2441.822,South
2019-06-01 04:45:00,2448.676,2412.387,South
2019-06-01 05:00:00,2495.028,2444.361,South
2019-06-01 05:15:00,2405.535,2389.761,South
2019-06-01 05:30:00,2355.526,2388.921,South
2019-06-01 05:45:00,2242.242,2316.338,South
2019-06-01 06:00:00,2356.17,2386.093,South
2019-06-01 06:15:00,2404.851,2410.466,South
2019-06-01 06:30:00,2530.094,2505.177,South
2019-06-01 06:45:00,2576.009,2563.731,South
2019-06-01 07:00:00,2753.7,2741.094,South
2019-06-01 07:15:00,2737.021,2725.008,South
2019-06-01 07:30:00,2884.923,2905.066,South
2019-06-01 07:45:00,2970.277,3005.674,South
2019-06-01 08:00:00,3049.621,3071.955,South
2019-06-01 08:15:00,3067.091,3105.804,South
2019-06-01 08:30:00,3129.665,3173.068,South
2019-06-01 08:45:00,3115.121,3151.821,South
2019-06-01 09:00:00,3169.266,3206.378,South
2019-06-01 09:15:00,3154.222,3195.583,South
2019-06-01 09:30:00,3101.317,3144.392,South
2019-06-01 09:45:00,3047.547,3111.326,South
2019-06-01 10:00:00,3132.881,3191.25,South
2019-06-01 10:15:00,3099.349,3196.318,South
2019-06-01 10:30:00,3091.12,3209.914,South
2019-06-01 10:45:00,3145.74,3247.937,South
2019-06-01 11:00:00,3210.851,3306.334,South
2019-06-01 11:15:00,2986.158,3125.948,South
2019-06-01 11:30:00,2981.073,3114.368,South
2019-06-01 11:45:00,2899.729,3036.084,South
