Date,Energy [MWh],Min load [MW],Max load [MW]
2019-04-01,848.7431246250001,22596.001,43773.0
2019-04-02,891.6663742499999,26328.999999999996,44628.001000000004
2019-04-03,916.8994996250001,27138.0,45943.998999999996
2019-04-04,913.51962225,27099.000000000004,46634.001
2019-04-05,889.99225075,26905.999,45691.001
2019-04-06,736.1135007499998,25430.0,37343.0
2019-04-07,658.9922513749999,22677.0,34551.999
2019-04-08,857.052376,22796.0,43864.001
2019-04-09,890.1022514999999,25883.0,45783.99999999999
2019-04-10,896.408626,26610.0,45080.0
2019-04-11,894.80000125,26007.999000000003,46594.998999999996
2019-04-12,861.6688777500001,25946.0,44641.99999999999
2019-04-13,728.6403764999999,24367.000000000004,36134.001
2019-04-14,627.1668733750001,22188.999999999996,32407.0
2019-04-15,854.04950125,22476.999000000003,45225.0
2019-04-16,879.61737525,26079.998999999996,44927.0
2019-04-17,870.816998,25402.999,44388.0
2019-04-18,869.4955008750001,25514.001999999997,44490.0
2019-04-19,830.8184990000001,25723.0,42625.0
2019-04-20,658.567374375,23166.0,33085.0
2019-04-21,545.290252125,18864.0,28420.0
2019-04-22,551.1152505000001,18662.0,29795.000000000004
2019-04-23,791.3951285,20201.000999999997,41705.001
2019-04-24,800.656250125,22978.000999999997,42106.0
2019-04-25,639.5327498750003,22660.0,32508.000000000004
2019-04-26,726.9727495,20983.998999999996,36557.998999999996
2019-04-27,664.7786215,22512.0,33194.998999999996
2019-04-28,606.9723737499999,21030.0,31659.000000000004
2019-04-29,810.8692480000001,21665.001,41789.001
2019-04-30,805.5680008749999,23942.0,42381.0
