Date,Energy [MWh],Min load [MW],Max load [MW]
2019-01-01,618.7472488750001,20712.0,32635.001
2019-01-02,792.872754125,20479.001,43119.0
2019-01-03,827.2021251250001,22371.0,44537.0
2019-01-04,859.5754965000001,24035.0,45386.0
2019-01-05,750.866499625,23409.000000000004,39906.00000000001
2019-01-06,698.203750375,22319.999,37118.0
2019-01-07,926.2172526250001,22612.0,50381.001000000004
2019-01-08,989.5866237500001,26814.998999999996,52171.001000000004
2019-01-09,988.6443742499998,26921.000000000004,51860.998
2019-01-10,988.4341257500001,27185.999000000003,51644.001000000004
2019-01-11,977.4061253750001,26970.0,51380.001000000004
2019-01-12,825.0212493749999,26463.0,43040.0
2019-01-13,740.195503375,23996.999,38965.0
2019-01-14,953.0552481249999,23930.001,50481.0
2019-01-15,982.0326265,27341.0,51320.999
2019-01-16,989.5896217499999,27377.0,51223.0
2019-01-17,978.6436213750001,27271.0,51047.00000000001
2019-01-18,969.2938732499998,27079.001,50546.001
2019-01-19,819.144246875,26559.0,42070.99999999999
2019-01-20,722.46175275,23946.001,38410.999
2019-01-21,959.6650012500002,24413.999999999996,51162.0
2019-01-22,993.3473747500002,27598.001,51582.998999999996
2019-01-23,1009.7102495,27982.001,52404.999
2019-01-24,1016.4391213750001,27941.999,52754.998999999996
2019-01-25,1008.3923739999998,28341.0,52677.001
2019-01-26,832.9152492499999,26876.998999999996,42641.0
2019-01-27,734.4649987500001,23767.998999999996,38665.0
2019-01-28,952.65699825,23645.000999999997,50740.0
2019-01-29,996.6878756249998,27738.001,52101.0
2019-01-30,1009.1461265000002,27614.0,52276.99999999999
2019-01-31,1009.499249625,27995.000000000004,52736.0
