Date,Energy [MWh],Min load [MW],Max load [MW]
2018-10-01,884.696623125,23625.999,45018.0
2018-10-02,907.5340024999999,26565.001000000004,45826.0
2018-10-03,911.2410018749998,27220.0,46359.001000000004
2018-10-04,906.362124375,27266.0,45585.999
2018-10-05,886.8651253749998,26258.999000000003,44724.0
2018-10-06,730.616248625,25303.998999999996,37095.0
2018-10-07,655.110125,22154.0,34638.0
2018-10-08,867.35537325,22538.001,45404.999
2018-10-09,919.6811210000001,26971.0,46212.0
2018-10-10,924.0477503750001,27447.0,46687.0
2018-10-11,915.5344999999999,27558.0,46284.001
2018-10-12,903.8860017500001,27485.0,45523.001000000004
2018-10-13,749.1413742500001,26100.0,37590.001000000004
2018-10-14,650.9565004999998,22437.999999999996,34679.001
2018-10-15,890.4098758749999,22620.0,46284.001000000004
2018-10-16,922.623000875,27192.999000000003,46881.001000000004
2018-10-17,924.8641255000001,27183.0,46925.001000000004
2018-10-18,921.55137325,27319.0,46590.0
2018-10-19,917.638374875,27218.001000000004,46574.99999999999
2018-10-20,757.1522535,26104.0,38456.999
2018-10-21,653.5308745,22571.0,34202.998
2018-10-22,849.4164995,22163.999,44084.998999999996
2018-10-23,901.2966243749999,26093.999,45888.0
2018-10-24,902.1226267500001,26660.999,45800.998999999996
2018-10-25,909.1506244999999,26298.998,45917.998999999996
2018-10-26,901.0217495000002,26754.0,46006.0
2018-10-27,757.574750125,26139.0,38637.999
2018-10-28,678.9102511250001,23010.000000000004,34840.998999999996
2018-10-29,876.3216268750002,22729.0,46052.999
2018-10-30,868.3945011249999,25825.0,45092.001000000004
2018-10-31,889.2273760000002,25622.0,46392.00000000001
